tick,action,action_name,reward,total_reward,energy,food_eaten,pos_x,pos_y,local_food_count,local_poison_count,nearest_food_dx,nearest_food_dy,nearest_poison_dx,nearest_poison_dy,network_active_nodes,network_connections,network_avg_threshold,last_output_activations
155,2,SOUTH,-1.0,181.0,176.0,12,6,3,0,2,0,4,0,1,20,380,2.5294,21546664845288232927011190453960816185693867501479467408189648062410226012374274470976355420026869968594167582471919876834272578091446347383802981267975455402980318223920005120.000|20770943991594699127344518961569031302000434180041503169235848026548981052976221834983680443095079249135403596856777271765737591207597516077104216921857305761198572970524540928.000|40223066731993820289894227687446710689597967262002149355591112245204439566028962746277404404246307417813796372396466713826125234724064284797670682509257464460973421667119267840.000|6314614671441546426915761543407696585755626136343319947161136743702492117968097739108048447847540564398418548031679918411905723354321227513283799416227900004404012404598374400.000|5973878631112985514156899306825916265498368158408853089338454074249797082836268074488254650779995727779424306191122606620057537721796236561555588092947793852471130224169320448.000|33929234926624651475685765904263763595225939785943583228586724782383075998448679217632016488313748957455032165882473537777369175294746464641989370109927205069036071082396745728.000
156,1,NORTH,-1.0,180.0,175.0,12,6,4,0,2,0,3,0,0,20,380,2.544,498164687495811720253184295542902319572044716235690106462872442848388899617089902246659280823080578695292623754046768855606623764179101661064207983606625661119519152214948970496.000|503952686737998483047670415809402150267094281853610163943207458064351789695404558056243840934939221331653947737404232483386521229260801185117325597467266734813014685435236974592.000|939044196848772499939494531960047786581665083103221451381772287196888026356331989677424749297873859356776212019889368534825602200070378408191262891915899503724013423369752936448.000|155909875769892990225577660160835111472908075160896833469942400563709023024384546461350075936807775815427745928047694650331962180300823933752998841027756608327329250269961650176.000|116153405896065181532049689498306426573281399358982818836150084659414983539712148004661228131970928340839739195315811571916996509065476780961429977884876926874934736233724641280.000|785744251451633429551406093442364842441868786002300720240179141652241765496872706375759603083194542169619262436744816117519562332466709953147799668421108486143242547258890125312.000
157,2,SOUTH,-1.0,179.0,174.0,12,6,3,0,2,0,4,0,1,20,380,2.5586,11803653742347125656160487763885066178482158159407559385983870101690365329645021640003820159109055402065578374411867769142769643391827563676788547776644586168253535556442882310144.000|11838753249803209914836427359514324576656227009538920998359674985324478199018891233230555066890957949560765134389855065152935759867471907305375286622149435937044029472839890370560.000|22218520400216414146905887240717998361971867936518940970107924583142571500131584046605313435865148641258180272991846994171264458699811709681098318713446527856410267688074309795840.000|3739570090062104059478851434573053815573055436131744937495952830539824630699900028881629495403137243861519158189478635655967533581738033535431584048382415592074863079487545802752.000|2585859126813385883214440759899293877765502388773848674979838566788822353316068414132811339449717993027117291077841474385040208311521356114338927665922106001235617273219448307712.000|18220772440324790982642490235423912262693825756215937439126275127435251513462846787937385788581792967708417074553309691367267702548198272896690837340748123945836775641498477658112.000
158,4,EAST,-1.0,178.0,173.0,12,6,4,0,2,0,3,0,0,20,380,2.5732,281942728255802473911532235275857077831405973158715074081071754831977160826236624733523548933588794585554077384550130135429222880924928693189776514854799543148247497271307944329216.000|269457499321340638364724945429094852833426913525615936128572596169346763051986769769601725775752360012940787370341856898129970510992629498129946001260753773276131816039374341013504.000|526463563754329577658437684241127725274037583489827591159924559008978205778740199200446528649355297603070140286148685722926457568450884574722870126396551073400576527450134305308672.000|86572212182916335549757104438456596988016771804878676167092469165552083089726817682265271084325329113785697880190795106237622544879797913384671847172865432396907959203176474738688.000|68443928004412725245642579311584651176832897487637501567157320403376703239149441921716125854962209970757563726052823898496179503983283330938209870901576021811673448254214229721088.000|421635212270989625199650524145955336533537462813324325905909860406652177978905806527438543844099350152836890167296657509735176998749824582357040948166293163775133864277387941773312.000
159,2,SOUTH,-1.0,177.0,172.0,12,7,4,0,2,1,2,-1,0,20,380,2.5878,6699903240899926514064790192222201486014982965861559810724812362384024501480628958461054026706439809209385085825038201566214528288791197059997005571109097709167870368613828093018112.000|6001766168759279382616720107199329845382323412625523926672595295324530957127774700748725896949718926836530820904067880596637832868640628878146357066956758961867695152822324920582144.000|12339776923592586020076099712942691442950667159259222125355051055454592889707867296448335235772026644255281032772558726987767991051096422771255516472980712098593978444045501572579328.000|1953113331641813324028344860972571126324249930023663878914562167314534296038377692407299022630401139799366837887713348319856183371642291576545814904134473898105913175228870872268800.000|1858169595160688363561891755392062956989321808443903546632394397832793356446047263588059159220967343569350905119114877092623823221764499854403709356977781602661924526920423538950144.000|9781613699509773086324731564198558631913647022808310566353869325358212856623336973582757045236000102849038933116737777415972585550255175462741532829375306599618398320200805108416512.000
160,2,SOUTH,-1.0,176.0,171.0,12,7,5,1,1,1,1,0,2,20,380,2.6024,156522710344780358878398988058514615867442779299596940447108224354234724324459548188578972446578397817790759601039936875297608439747162972467669450932213429358201039075093304943050752.000|133564821191665756436921700436905025062251111236136237399321311755803334309542246450952025352593358924763718738453911566181415715023973672939893086512160307680057043400328053803450368.000|285207169244278892880949871731089080772375783739764226618251843298907465488666531515651057150319909902936790581232927752104317429685142638413344690519831767376873612227442176434372608.000|44221348476446462459791708613400403251929889050860426279432032093794096840616738388340609062768600677303849813645368534990422760723414792949869501240049945926182023569816165875187712.000|47486343181687184391566251700667084362019284829162678808710734448955511729260805223859040675105986100336876495193464240401092694249043182808119636172917664678042476536570594293972992.000|226863073383273923587270003388627270042024708625344807221772170523354414339457274205285824654812974875537671196154722895730517342011454885901470972936119587414269150366794514515886080.000
161,1,NORTH,-1.0,175.0,170.0,12,7,6,2,1,1,0,0,1,20,380,2.617,3599794182697324946226749635867920644416674568950339406870777637253793247083457279826894340049816330190070479365770170036146593449146085686945469218460404863520539432069213654270083072.000|3047721236649480702776509675552789511775376055576142137041161766118781156881447048496915828864151330292897278946301236976378772072501810256776518148237765514802247315534436076946980864.000|6520496768732166179124577744027114256135564829299031525342635837690506946704906899571974478226336898604939603150343671390186214985806794270145731156034390357978106695154237447935623168.000|1024680859839488585726468838130908435793517955626183766974743366383378616488121963003983982124506441767982806375733230973702429791164880462871177011575162426216651604595480342931963904.000|1124388961101105197313659929916070802661631600151182013747016015590219970417777761775144391421021510156665819445327825075289608020292557548661449083818460119606698836061912874426040320.000|5268968413772418962135476214418862274143589519726091882638618929418187561362250828292203867958729252761733614732402747273809264565672622114551694516601499511009632353808205393935990784.000
162,2,SOUTH,-1.0,174.0,169.0,12,7,5,1,1,1,1,0,2,20,380,2.6316,82157992481991909905188723724830399438461134392928274487351053115129743609333551730693504881359839253218516159105409253057389287450080202362129436501314176273661071184868806440838496256.000|71897600036643695726767393018125576163384711352837782568248182498913731474790112775646508083706727362452355407033248925828656781521732983040808766176015087301263281330917168936925528064.000|148663123787910978416770842121315831812594508197187341088395397148478213898685364701751376071456973229978166456355034215389682955342466184101796368447111843971321319486046495865149849600.000|24696107204040417112178740139765703054572677013927933108913968600185483570583525535565114519390453415542142218423027041244910996658136780764361432270787112227186818912948726766170537984.000|24736057598827084045210949613474963513893709794677944337633996982083764605148828963376059220406892242190810789461534568041401718781810475887478071792432434654718148516972146860069224448.000|122515855064010105148240611788707033610257943411586336863660902282120874233027198976686857258923395863105742262804486248805929633735072371354174233384988381689162615490883278107278573568.000
163,4,EAST,-1.0,173.0,168.0,12,7,6,2,1,1,0,0,1,20,380,2.6462,1880029506314556416494335474801235511707402795581253156408951282359430645594353707871721407894593598470820966040618835158529993349840758408262173987457375012457898148823340758523023720448.000|1734099118478799898373811333949160755199707944087575268140004124892275980062481488305805540725612793103534309680124802265914664553221931468538190077312706390984107252390286591727163670528.000|3418065993734861808473452013979414675637288365214425036294560898064921013805887224208777120257266117359564379548648533767367242747650873788385661245289536302118275128125478704451518726144.000|606167995238260287720640082627404056901465168256768189034723306035644356377729335252289289891830063665879912995154543697514125378363070954373188225089129975233991039357258632337031168000.000|518611560342633076663918525428712943791680445432974823566910016522349700697841238187978205814369830238536943647962027540931001428433181124285957085619225911339613192072566137250646065152.000|2848969319202187579472765510819462667777603447346288890305562999824468090808136938631988312375036618290166400537041109948690492742157068621636002375100811778552447194774859347829760983040.000
164,5,EAT,21.0,194.0,189.0,13,8,6,2,1,0,0,-1,1,20,380,2.6476,43667925211128885383386457845993195230291002573903843573630785112327533234638198501994178090804064087996638781881448809330223242671085805730183723638775843554886520596381278204131945742336.000|41784451322040915567274375913572560268818699469670481099501179854442697143301736634549920905390496685088649152229098616195237509691095891311289326542573686592942809339371464536237327515648.000|79622659427499685034194510504598973199435535984437685231623046817774375870737392650098609574563403367396952976877593558575516473918866604139056802519930460748457013486671419020175998976000.000|14884014532443930971372797972538697336852180356123005444626472434373953845089002676151301130697390671995232395443097734816249149287334113536804342164673991614680857073873472323849818210304.000|10913628444241994445620033315090093698877201207266925638750215207458696848773752391039077131660233340288009348272680991638741674932522585851594499792840526163461697346596545824456475410432.000|66365677500778623906102089938810436996945421638083237819706167119036538784630202519878369822855809254057763992991565803966567687866622826816983633721439772117998968436782338989429434089472.000
165,4,EAST,-1.0,193.0,188.0,13,8,6,1,1,1,0,-1,1,20,380,2.6622,1026686074049963099548425262863052702265159065424094229098965733980075949946354813324354833043260662264941518497539175421885461618190493746505612779719457827614546273876873166455895859658752.000|988516808419010877565258259542230646111714157847491283763160642585266232508751776053368763641247313410285953501446763016712402374345428905252767107725305077897873950278046379009308710928384.000|1878097985395632883329136106040588055608299102713014633923318416049468728927226836128303291619109946973107127253453957244421751430909890620786313207298809192613714911283137932496516186898432.000|356533929687653912236743525584375724253331892634426800885342491488011746067417372754848699382032345782224394325934538991488177287731202443730584952868076602824272223456730331987951264727040.000|246541833953258430381042060571487080317051499614604670704927701037076703503984379251405396592091920059284789435517803715853416536591961348077644392541538130544318459849940618291028762296320.000|1544427317420926042387693955283712104760651015579013038579834984078567765676875977598309430248866740687702062075036903543269891471718600903146148741115380092978132805096841379163527752712192.000
166,5,EAT,18.0,211.0,200.0,14,9,6,2,0,0,0,-2,1,20,380,2.6654,24313802040964609118082143509074051763868042839886478344087677139406613102932459971956346136301607639283512705188763981225186276257725026078900240769136826734521136893137495039257431662133248.000|22813334024313447475490733233297784100125584504001572961243457484678212583456972619931661219374369288823351033447172649770108586657516211694777274829310624688921420021059805568184097972420608.000|44433463999281986462773022979295826724675771329502707019505915471385949611891717266789120824459980816624697682499688098478033721816389067763781321427680682025477471804559024194006247379304448.000|8337304507630770021375572573347559409494373011749452539647327086076816739127949369589438616133038718436603360606244118562547955684946986100912730219689112984704301707299379221500928473432064.000|6180832042107047948804618578081886696998212800394785682290024768096645322217557047619468418166133544637196070759850262713613521741543905530509465297972274428884313259475865081499327100092416.000|35910762277211611394939290641553085505263753479595509098447731803393790412834751258117232470638120188962180540183573627194425536795446715444392635369898500430709709123668233649141226548494336.000
167,4,EAST,-1.0,210.0,199.0,14,9,6,1,0,1,1,-2,1,20,380,2.68,575052018083957030796859814533017173330022969244932850679718884911332332992792775111561748342499529700723005168670953578564876148695058133109153293931063386559826255225688434231805474448080896.000|516222159435657928624521933295938495084820164090969952322342834381746908795785757915041290104140430407510110462476454811618146625486653415144562293148832641609358980764360464650310942977949696.000|1044519979599440290300021183854619221644442558732017948460397467881959736609852404658224314207616788974237049530399832674548632142378323170809455478634079444873542198288972233792365757407952896.000|191230085552014793887623596500460332457838605160935729770380616290498638776412506787092363744464159568819243194514060453629565657684583816867616144970736204060775869183121240165746084233084928.000|159371137755261912027651473487032770566148696901182513119965945273134097665727644574107783762002066480377008606247202012822161053656031733659557665214373570241737245542182776318063902646599680.000|834268263406322192306857217407611638289019087137006304873831191737262441193024072568341946695993680291730961725809050261498667321858051697323967329309583529899123951683908792788627907795746816.000
168,2,SOUTH,-1.0,209.0,198.0,14,10,6,2,0,0,1,0,3,20,380,2.6946,13470694392841872598105952157051560974362932912134452368244326907504074273453725404409899165004556501965995533996067676863699436594904365717682434357869523799406040068851861096950808322219442176.000|11645283071626981521161230152885324578278513974653703538894243960116477474822084506631068905335795091280280669869987576281989873609330732447999862548448617324477228019414577644899025859574235136.000|24294220018704519142922172535351980851428611205731403072360278340317178041716350390347118624379424202403109688855988477578483845088373368919582283508564933076981624494099117957067501207333896192.000|4353423971101402806150952532654526440190246459214426064161168021593364650378278541557115943438128147895615791982636233906563983326052602139977485084864378086675318524332512405217417952235618304.000|3978882030166843118018162807733902579669727478166532238357714490678330508911851227604158359526901193302186246091392572932670832082277867664567273262178399864796887360536019126044311937783693312.000|19397497545721146877172248088417694896676187893316153910694344265532668030307859942115100802100366085078291099643159126284403964230723172542913667842953408839184272421541488456830899780419846144.000
169,5,EAT,27.0,236.0,200.0,15,10,7,2,0,0,0,0,2,20,380,2.6924,312134526629794014275768043230499595593503617091251305512714922459639330882891458746286853215802173246939660878697440244956969982558542838896746604182377204418785793710496249151943278537809592320.000|265770227857784973312834070494553508050984493229146244535009438717690408055344853297424572762706011093400122798332151572621547669004717856032350992181712713438180613812086151014275252425175597056.000|559683402770980843129307448030064064632324601783575032611691828962454758133494572515279384837572283130989973511373400407646812795658312169541216217918181014155085867642577463783511284962633449472.000|100595494103826641696417143687330519277524237598962465059601875967351085501633990974791186074172079578095729179820725194377205412671324687294145445807607393008489937746056867187869490145497448448.000|94681372032574972393094406526782674365963157588714048938074876485502092295848305652110946636853489597118446313675758346297141854630262137772685825809400319653056420667659942035946685146538704896.000|451600935470222289396850459729256561312382716233990703417158452287763216665548190667293202076823740191932391004701769120840891160244376919226740627859996574799135588298689714438124444973635993600.000
170,1,NORTH,-1.0,235.0,199.0,15,10,7,1,0,2,0,0,2,20,380,2.707,7171927950533351041657624005981141733686025303590025834638517386706319359109711193993339727101396483198601262320518662187015626471604291924896015374095230170085356839262715371026090410682980761600.000|6197646694528790104713514901413597394726018645540285796547595304473486844209536667839173705273376357160566136618027793431930687399042004659626263014332944532220077252672804152184239815425441923072.000|12852793813191484127637590032618856099359941872383863757883697887092538345065597170068263422722669056067875261295970131406885112427581999566490359083565957283518818077204754500449058547595212750848.000|2371703534754019455449492475314500995758632344959965682746314449086718861838402296772509150357991553018756969182781084465068886060781831611167274864549906480555374266317593475793989907681686585344.000|2145383175556752805042749768984789977175494052046294929306789198453084930197970672492004972536452727871752100085851488367871014042765176246186397222663654914355263388639211838630102507235068346368.000|10504275807758079479133761808277777638784821807806621711581027401189965902635741855902953759403589360400318417370371009733952207858076121090466387998870274748479717588440731520506079021644942147584.000
171,4,EAST,-1.0,234.0,198.0,15,10,6,1,0,1,-1,0,3,20,380,2.7216,164864089531638706003780473474943074378457931899796480295878078531775986143462296857721772343866272010013581682502851235154089185368345109185122399586683737441598828706846880814440358260134857670656.000|147118691731852861090049125598455419975446480790748723306457475062731136272230276081193098560332224478896375608808442221118902635782225715211345301391327396046098989432177904299174809762268880830464.000|295928508489128959684209213300135298850148871573022639729062428506785139283462928954806919756006754819242402462815085034888921143016160282476399778968052906395864134642657655345395538873555863207936.000|56738349480323896567262220016015970568342634924564604982245349519257590095872504297504056434247923439877109483724302078554694591916365589475364707893123701249738155897407831863211147176472525930496.000|46984740765899133496300971644909833927825918736215705307255504946433477053274449762435948781042086973978061355101600727672111853906606244123259846037776576217504827485778680594959094012072754675712.000|244584331049182698399306859437291762089238943178586410770023651101358287934871965305899097620288097645784305490425556777394848755712962457310409555974053787374396019497013168028987601366235115159552.000
172,1,NORTH,-1.0,233.0,197.0,15,11,6,2,0,0,-1,-1,3,20,380,2.7362,3815055543693030944933592248618635878159494636047905497061786877390973509942034009851134060604982016577915703193840592085874395681083210516288202380683582970815755440742357760844348967237301552807936.000|3506809785477024801045227870776146706165366488298482238605073664765491067401269785316600970393765742006230432857446658531123050734163035228743574333907772418676879549505926827758049450278922024386560.000|6868068708429072619952208357845379435596762587636254544052316245487491981525215791569018818099208831569320745158705668483103060513909263585745360222577623623714983528356642988479165012870133159297024.000|1364609241191306891094139356228051694694824068802762166471420559501548032836260024193157591912101868146684860939881949940909403749885693199851126454045194995772800796419430715807962144980121824526336.000|1024432794045200990863639364298054883475758164401138397931649886738569481186429070166917929565315482659701031349106673481871025159919710026834870812785821784926205369169223778711055392855238738182144.000|5694775902579059376952299617562717115493242974689394662716756033407412081869472299077850710438183738510809770410412840890922312665434722823399988684765170700413202185255112431368865875732561964040192.000
173,5,EAT,26.0,259.0,200.0,16,11,5,1,0,0,0,3,0,20,380,2.7346,89156689244845130303267528488557015023505104306348491972608556336773187160481768941792557750383110758450593079991417868154652900383397099256856021367192150121805752265039094694679523517338973338861568.000|82952242843000989495757111741211071496929780814417197889781523176920423504012167092047076359417423038038853665341598065730849264395018273412596047608445888024005111368870297439510396916921065287974912.000|160710656722961102754975468352971370291025080622848206862526868850733088006288154138188114975792300648696163380088194805001614519353258460661689503412052264423107182691654655603167494750628210674761728.000|32599037518592487466674333866560279986507104435396937309133887857433524959337233644963570177684334623828326185316962197440654918591531900239338250983792539800187561897444864570251729858921847387586560.000|23250294289826903561699285234094324084740123017845266622316220559386696659458164135736466254811567747964091295207376891678304300861491522804311461634695358762093835653263117459570446310595203885432832.000|132622110130143057253210219829559921236724019560772918778574741966428059495776676705284045913383270992641732743700206094854627616275057905409629424623974634776674070550099254743272468114602948376395776.000
174,1,NORTH,-1.0,258.0,199.0,16,11,5,0,0,0,-2,3,0,20,380,2.7492,2099483944310906499274282884392068819478330525675097094250987316492655306126785493401375726448695015919765683704882411955197813723166158630235405457339243237697316152842615597758424455339046716684894208.000|1932449642553543625753485748805867962726779533017023048263288175779576627140594683357505256098056839124103697531390292562656578117038190270912126064452723984066028252203005259917521660929953812331888640.000|3774349463772045928047711274873898423179144458492009654824877873312866664218741606577554506214477380940518462190619622966594505387983745911003696450169859230705503184418078979473481263794797349890424832.000|771017108211604354943405841055469668162401920732913025798997763044142810421856243653443657238778903099901381576437514456821328484538320682018601701420899537212635707059957220804543623259329456026681344.000|558176534265978859528781565839942357794065906980605175231337835483692982340399352865790933988425282289374549021176226440607450691884182234426384244603845692785911065736281657867397656008293894955466752.000|3088972014456728533737677673013788782309035085178685714256721595753452301257460108641776476462344779318104186886140272615245659985814879965273900151855462830646414261355227265994585517629132209054023680.000
175,3,WEST,-1.0,257.0,198.0,16,11,4,1,0,0,-1,2,-1,20,380,2.7638,49455609335028114132780274407847716616863465391920131438327496742112098757846364198862687807503025292994710458250836239736344069106776371894998942740908976706574767024939468298099140992781110563605315584.000|44437392039139614394071684884766658842076507152002896500973586203435565441986550298583512195391322043025937852463017365028175734462324076966729003081117349749860629890151837220552301510625569124841947136.000|88537139164405281847768060884288701299173556457439513489283050675474081417286145699474915851299609001333123266310633990136993136316862813056859449166187528652838639007603581931656797903647547172331716608.000|18015455479794969023496361775894752386532905020382952306932151514637179178696663716564686846179552842787268936053702903641630899520759180704795423695591146462183126720815231192213622119056854782366973952.000|13826928299862022150020364685931392232119375966888661116074825778323307672720705641157134399324314138823619117362539999507988020623209434425053094242447671695991376900738951295044306376731679149271285760.000|71900375377270831053596358118172849743859425037710840878299354755291074124758844013614775445926567180080116364376317381019048421859632495902629694681962503296823126086299805628497935305044124353066696704.000
176,2,SOUTH,-1.0,256.0,197.0,16,10,4,2,0,-1,0,-4,0,20,380,2.7784,1160632624939995651025847580308481910407010460562743917114237036418973507679364745475122778099382086732285246196198105220564180411889101813763146659834915790728277785974920586633963278744570392534621093888.000|1015867277587778093862753332540598369510653916146345555499238036984767430892241857755574376415173377320081192370771658236470510347501451693253475721275900867915685429081610990783353372764898243914812620800.000|2065342100874456525226702664501752080909027142760571178170961178868866612550142200176806077564686276601874696588978607805041714842331318443499569768021307303876814420935168426824866125652497042065745510400.000|418889774039189342356259578969701967135569767791528196548244091535691274502493872449713487592206961255365983939940929838303273803129601694536354267615146777943371830197678598557372971624324042313147875328.000|340443474226372949648275481397352941708347562815465151213219598234542397064601451052619365385769054030941704760965776144127251743473340099752049462667712012143143636982251925734647190946176085111592714240.000|1675124126992083484008069027448926866542513738984694143712035139868127282925593937711050362869696036371140241109967026433759810763783911762920189721148265937034427559642503806453681727077325731797693104128.000
177,3,WEST,-1.0,255.0,196.0,16,10,5,1,0,-1,-1,0,4,20,380,2.793,27045718694135086858060038211430267281173464343216688900166740884817535515625214963136175026015222448179579749745721387650979804629493401926044344063520199013335296687106688008668256920177183110264879316992.000|23322090801621018919197547562017797981260158439646155337169311774760353316574353007395967227208278422902868202435133053802702927688801353358447565180542856748381362052896540642331791293364138436817210834944.000|47901792114687864951654167186213633914576430383405998510879179474943243621259717065868230470485683181351890336659953782429070853875708715773269330676172961695397490919174451784847189488990646676358705446912.000|9783262837793564591755113231533791286140365099920178334594095831944423364655463977662395531138018685904014134602617036316980496318763986362871711810571011271330140699802169728030457022850565898592271204352.000|8149174845612923692671350079238029310022739672240371622038595021101267733385194580824970111814896698558896124704860825523085431358569451532110886166709877054185108627744907483325634783028172213129402384384.000|39022889985662977069537768565241106664791381953349500547039233050479667146644131196895998765727439747841032470719831034305421591813053492747918678100933682756328111590295603523316184995070616443698527862784.000
178,1,NORTH,-1.0,254.0,195.0,16,9,5,1,0,0,-1,-2,2,20,380,2.8076,626968353111493496510824304827769819920180247465304970049113399402509799812384164988257580399257182424121804166113878968672456950118797853968432618992611091546569590434558813538858776549569645903692349571072.000|542039136087139098539333925079918786754695351779527667702741502818390777373254607807097614974886675611430335859736062178185382517711929568115850844893369335005098857151304529191436640392835357813290561437696.000|1107115996260511769207067327940497756304617823668281183922662548569296964959456744656618257122458267844992112040034160479379793602715988937930050117549449024101226599934617388382593646994322136123662099546112.000|230732943124210344483602886005904820113271113063271763417188105077642178551090774204543919108142519117602537218337452619240490953194921847849774541980779780220213765674311272722118476383461913868781884538880.000|188908833581102370750396461695641351813326734472513293675203078973097558613528392801523482222330898946632673560092283773560538793296540804414754028643125778840228946416633076878236499590942670656603976368128.000|909776293606283477504579529948718756954286013129766681860300746075731527159537796087259185917083699543728552066032540329563552178594672019404021877999086875137118459279414547478779672004534987192027880357888.000
179,5,EAT,33.0,287.0,200.0,17,9,4,1,0,0,0,-3,0,20,380,2.8018,14515810861820428827948004407068335332336993777370448426284360247055853229085097790149611240290389871494598421045334969819950168727968804550434176190763049274663754112778605415542441938297159910869820898279424.000|12748466189323273176633052368901014161210413246961536745133627305512713546477497584525236537186674342928910147949973528879885013348936597800455410824448717679060623403730835848123300791653061309927035479523328.000|25603607560331636247554932515743216036713523783374258574612798398590919560445585490560745154105454481757349811770099340162455747512770834471230423433353982871470350690018763375492038676508753541431249376116736.000|5504369857304673382555018540499685471618161374483716682547837655780674114846159226098418704029411340527128431418138559869865637658903811329460555046786586561207368691765700159200854785429429890637445896077312.000|4273138640626948820508038979056286309368749535706074126611415823335010948295724619697149035943660143415440085141253978620707214780678793609222539362433744852888488994182960594523164035250745322256602033553408.000|21217841845763053012465135613882675027149573887960428040866802248410121264737327955855337819985621166792800972759067525714472816526648278915539972886750308213920877879924227072111521897806548487445715659784192.000
180,3,WEST,-1.0,286.0,199.0,17,9,4,1,0,-1,-1,-3,0,20,380,2.8164,337070831615910540767776503872279099452337131635967146356893159781928761564436438237743013990294302049450369131465917530673536259389037909893046449966503757059569616132285189019633114370127646517106528634273792.000|301668289301520608384298116965525786349614776777189836593082959649437550004145640166419641941787697656098258428216048368781606270962722511153250172824073030009450474792380042352693652533044190260623052948635648.000|594752734871234728511897624270627745376427623223971271274793415753866230395357519208117801616373680315266299748372035981702720624107089302163864495798365623094591066203616595137471212278495678197610373690949632.000|131928965910530202622528425451831122568869743220579912140258771167464618033096964628702558853930901815354259784205096317828276632794452752736696550143428761521942437056865814856893232075800993427744152459673600.000|96231042042965593139401231017581481466198359353891148579036842593226923630900894867576277546466746398021463360887374483085301475872462903644772088158389586726129945065136841847798250384895018827016170758995968.000|494902654350014725355468629300550987141573761524983843584900381733945319622368654172241143010092026762486310163398274600670134053242776164273118432140397041090694660261219370393596089103235878071589292734414848.000
181,1,NORTH,-1.0,285.0,198.0,17,8,4,1,1,0,-1,-2,0,20,380,2.831,7876105124937434243756736904415181212286660353009865239959398432360230884123404676887958988933319074651969811738766467923914514047922789417410568590885541482576636243520424647690379879996630081102472690284888064.000|7119005848967748768760028345484787830288814755570724805804458654332515398239719022052236588916374013605155608745226900470656781691130141353097331003541562993837724498411082009707601580776419558825019794840879104.000|13885382559587377003368387267753204627639347136010803590019201882019692225944528988765719978192173872123385342726355041090121108146445345575118238903725654025843275597750745878230162951766528351827204036458708992.000|3161583886401905462864731498039651798862881588079930104980079143317211168605322061820334308640305813183371886699498916507901095485131843776939250807995271392203881535289828853869997190179007515403943272595324928.000|2206250532645374964622336124752999566574943861503455076492741175184861317015590197711484166793507309254105288443879896105395306140511015390591386908348509652660426574851586055025651913624363924979123293127704576.000|11550810044387341393725028014220518957273395822881002146880978610735161296329237067690876669368860614048214821438138454870803671867482279818058983253984827249181160090834492097470089308788038371433457919591448576.000
182,5,EAT,32.0,317.0,200.0,18,8,3,1,1,0,0,-1,0,20,380,2.8258,184916797960499112806639098917423889137764002088368543301837357773120915667990165625018929629785654896039473606530468191727183982458271956406211948176286803853910732287162086960213502523488708769990644609671233536.000|166669258882162059393634465913427656102794327764383568687579852138468616247803628494164588220125808857061182563109331773694868801235458774959540839431743125467631447350167051913785956094125056741856634242179530752.000|325361062137382240858797032564913387149335861366780763898126011479066664246003212492083505023617480270525826428224269303588793227540279535716281330235388949060433359931488662407091369402867645593660112964979523584.000|75380889237887957211711241532072275459301396056628960256860913332367124310223518873868540780989013258179666125149156588380577551367976990462513210480672934236639987392169193867616943470863324686187277213891559424.000|52158341758773177101165141566756564907688250211418164642109038742951712949613174363481051490353654924452665864384723398504210322864619224404468033235520910441760104736941368433661061165474473357658886665190506496.000|269529888565737892831591878172435426736243853450170498809215538638516942623520870218245372032645909707350369586519392946278251067641430507296963624788370313174970095420316653551457051265709310001299968835134160896.000
183,1,NORTH,-1.0,316.0,199.0,18,8,3,0,1,1,-2,-1,0,20,380,2.8404,4351603576753138358876751861032977122566323029834921781980747637677077820228759712883562593176485548605661788334874241781417968665533369080669308551411010384707498019103975191897115803434515538785267436570743406592.000|3868904763444061751464586816649371289758350137668757234997796022178739210566158426614699827346816310636910821614464201761423052658410216244245241026763125195766517049086847777872996881482873858640189751089422139392.000|7625380961570408308213897790359765573448846462757322971750891249140456436310971224903941966524133796030782181322193714733823017945813201136202768755507722245343025741121380372628748110686123526976756354052421320704.000|1786951080461409564247079446313182690470695764129258224201060007280218078186172228056972016429272885585969358764446755226260693997970998626623034821885197586463345872848681609451105230233964284245858600988977397760.000|1261529617471303438479488349103030393291545457336645988062615560877091157333762196679043649183654157185715078233466297123771817110731530138265608100245829968726719500972765017142411935304974199747238668286212177920.000|6292331535717736973284641002980001077005619218555168973667330721471533537762120281057944451532242830087705583825065112643028721338484427735398830175708864640559206071899330826714705816885886818517808852560794091520.000
184,4,EAST,-1.0,315.0,198.0,18,8,2,1,1,1,-1,-1,1,20,380,2.855,102245994585165551221374596707493018765771243150117685348103578109132555425985100586492144127102047203464883383344813072222648742079549144536634049347954392264579402032939995229391743460394760082482645563174740295680.000|89349889738750199961550823793063788407926170557886754475104619334664681961752406168150687258095770495924372097345707386215372431906469758434391812856021889322235535569265217164965030486715752530328108867955795689472.000|178278954532250074339142229675207656009519610526770443368683702576880048062794008415174130987707667461391678815965234188898805568634523880019984492168842397401698816479850206689583984036675387511679684398041580699648.000|42235890278378246916164788768727829691367995389730500498312229084691438135981653846140655934074332512626290737905432242945199536162533382692562516986395126207009686177854981749349809773035164499235834089075384516608.000|30601232002441327218174075337384673336105400751400912179134574522178549837519686866291658513818082271604621387085312392185186442474863203059548011727991690038898280289732980471887113902430090046142911117162369253376.000|146905239474528923777054585777971225497764586848520472492823168743588070721489274193215184189231284805970602620842095806565648302328687781712446702258320843910956919946107380082430884065013117569210180635742766628864.000
