tick,action,action_name,reward,total_reward,energy,food_eaten,pos_x,pos_y,local_food_count,local_poison_count,nearest_food_dx,nearest_food_dy,nearest_poison_dx,nearest_poison_dy,network_active_nodes,network_connections,network_avg_threshold,last_output_activations
236,1,NORTH,-1.0,682.0,199.0,32,18,7,0,0,0,-2,0,-4,20,380,3.3628,17773506287322359189621944737394240006884042680589409379246172052972596261915149989294708577811323322978828586230529943905467580467659723735108162113731088701090597808738583046896966828049983505925157859613185411717744097695397139482456578248725521746874904628151708011025582350015660032.000|15178251665425092638666612964941797775579767279932751929731333625982324558770718810601080958015388819914197700850862855478173347282570946351138218447786466955983131435700205439655839685863274302183486785926234458940627129779911088144006719407767457393922382889416818760045325300638154752.000|29557784618632503007126620116438219481214595881766943999065534539714792114537290397334744604500430067605196405149142427513871911320561443386869816670792373349622745975479317101473043186539753410580829159876423083898631393056954987609208512463215669380714926084592243603427902482662031360.000|9314926990613007069333315878680435821271410375201558660495387832104718939374008176270269605044288291704136206395490679733776480325537993688053013132027361559735478386543548526889543331845119309955998230785525485293280062307098918991973378882819774987427481421961987771535161284731338752.000|5694201120026964519709517331427330870477697142854129536833798135287119011783416637128294942477152505551167947632641184454226985045273876003071895416725869744414584544957454965346828080406638656415312934871243525617952295173960028377536326643511301711248906889171141985801768150841163776.000|25155361757847343019422814208447234790687744376403753290869168675386018886390193038348458158592493168209943853939868669604144842292857313516110413221713703404205949695211520850440701139566321514270545815857702391827020810416307007920596738423677885001239560851379181287602135561549119488.000
237,2,SOUTH,-1.0,681.0,198.0,32,18,6,1,0,0,-1,0,-3,20,380,3.3774,416571093253202675138029769754169719228409919046330120979202512544421161977987468747170287957782690999283308091214211975968674046740858622600030622559909244494514188149172302853492630815795496168051617210468592075851274233487309327626413556357485868016571099865435334875219526641233428480.000|355770411050943320368727924246968283796785801928033843005509468558169011632900435541886293902325969262416687276955383195221541581102920067668379094463507005193041862211281337388261931615784476359622720815898790282800183127902642857654501368500641316624829321541015592996883072450146861056.000|692748077487222207457329518507399976089544427437128500180407958251828368846473479092034288335067633207469446407804871150723891907440261783328003326237960604501851308649799713518380372443506639136235399547922765175794825734539569582909116010178525795640271473198497010060820581826426830848.000|218332876193165360227849905649341905543879036400604088393786659853327954246150475855526423990033428040063416665884093449101037895472257379310479432943975534488392183993220081814333275349742403347323095257274158692461140919882143978809398753615842344937465172499671502690193874781055483904.000|133437523793416307956877678168903399012063741461301587058154852296897365308375185844369356735927206944289141286426056427589202782151147705730648008653071869782008020808902984163195125638711269135579956814538779370618820121930484578697636690339825520235219597130170265770498299284284243968.000|589642149759682537703773814707861436322301888238743498694799929199205982068690978355048523370699333944875198171564603881498141044554709069157670496664342117062571808385212451037412735993308945407397912698087624139770412751200213111685023330901431912309562780945879465895770595753113681920.000
238,2,SOUTH,-1.0,680.0,197.0,32,18,7,0,0,0,-2,0,-4,20,380,3.392,9763188867208351634370709897959364383826842767160340728074674834288292317662099257669962454141137270281146897387288111333276235618769677934577215907140598272982192258078000919159454671074256306377174025392277683504641231358610779900604957008538519042281564919557950448722722604746866163712.000|8340155148565145236653272827589644571337743621689251528532624436836741428644103388147039594855783102118247497837849106150084074479628588360712475151967640863608254029601452323694500560285130728225651551756222513825878380602986916339488194187533919825533722924662207988084616726232883527680.000|16236346036259017167776334578644397666757574030099085006468647612511021226005745747692191077150768091702090987351928258000879521283262306189274497005007228821347273215867977092388228585062654483720326994257821326795810691625368001216350370800659426807603178734874645805065645131572386463744.000|5117976263773187050130537214775084953071428044605400297053837993053043822607847913629206454115026286484287004135537419161383334967227723736745421785199902309472751024359778532684973349907421796802118065078704772088830236995128679664664780902325306691093234613512304629722294731545621037056.000|3126188304383152586550483184907796623102002076261658383292256806809550569330054883106111181676172851514046059844622475133901616999767766901936542189390206304890393787023392280864292753454741661165679001705033382276784583718943007801023521577710921911207538848238922205086762605137226629120.000|13820871583283710576995919104000410326522684406207068741165922461287523902794180951191145591361840105034032764692955133607002368823626118357232327796581353614781861162168694198767013051470818859502287898820278257082117896245835327635333020785204241276597766984048078079102800477343210012672.000
239,1,NORTH,-1.0,679.0,196.0,32,18,8,0,0,0,-3,-5,0,20,380,3.4066,228831361100166738824671204409961785538030043378807771786362358928312084057095635886676780624423364068186049441597627061940607447287562930417281184868698498430453954909443875942999876509510992037028707166743277007034433569342899898777590413625069151307927655839166300592030873262554762706944.000|195530806736936493501545725887800648911548080736833591204911215671093212097894727404579790891272648653340891671132009135039461044093803326168276670454402025050366224076415687617810929708363609397789177795484344562317957159323236615415513678690580183593134090450486124108221000260084549287936.000|380563785366206510495264521864089224776666438302271068433322054501438209944741278796935152926980641954243686630112877184244964310955836263606139675855297118302553492291825626576611499965946489208737166554200794552092061049831307500436010439794065515444424573009388845392673565178585109495808.000|119973379488982369600474006949025741479475457962357117953252836513865792906098679612011915576529126816814554660367250384005467108734846172039386880373362311152294036869666463042444746645179074318687902523909222958125274878698559437283006057340580431434417562905025935019043650599899780612096.000|73246181554699808078759807347314710441895445292191799661295752975829639683385458783888713371394871110203772292219587157225935518489077215550395487358677149135031250441508597704291128242946900246990250192494633783595497627992244968908436415902857413950803280034176706509905801567099030601728.000|323957438181624638661363758334979805855014829302752327758627726765094792190717666163350739754325885056457086032183736386364470836221264610523275149934727854050206509364643503256991456195266089857424683674000860183459215633655140707172354863405150965879760741776517447781432340196854901768192.000
240,2,SOUTH,-1.0,678.0,195.0,32,18,7,0,0,0,-2,0,-4,20,380,3.4212,5363828363014081844070806835569615962785170378698160047089405831431093380413816774229482311138993104448710656832871825380494897089463012370944114836960155349973503616645260493778066690069105229945660649281757565901914220666134248251862875495850447725031162462209259235119161066067856180903936.000|4583776653092847899168493338619438194124285774595056655421862964047405226695225495417028521969764170157156382263526731456271941269151931357936210305562560345260225559905239526999795877974248031997300108061764395121964418001780136995140175722476033504146493291193127747150105004404625381523456.000|8920503014542298892111720219140319363969754296013401971145905850751484096349133920200843997862103202885725171598378717530149123421218759716963290478515814717052681250192842727381540363848236372798610885495276927043684927032578443065388826486902473350481005432158330888630756489547067294744576.000|2812436790417122523341545333435120705071390019994314920768963953180650293768801194350148212431630854918712892672015656682685950601704285026863022378541853281046079133485447579549648681079423817509151353971257299317833574493399646752648873492790589641237789857938056977185982206212372107886592.000|1716554172086287485276865459038298008010902336457024503416758916021674786375542036068501522254679771940534827424951188022718035282610966237974042125809450816259933268420247694554002151211346173960533973018572928675794786368017112205514030945648995573507367570716008349107492361185495980441600.000|7593518911789625014006070274108506289071468680811105556850138640497939369301026379181507224655053511252177932731467581866134816672009455333678889897859707709604806553385457532132760316426322632458928798204619118803691198896909777799040037677410710707280655621874394930539686130774853311004672.000
241,2,SOUTH,-1.0,677.0,194.0,32,18,8,0,0,0,-3,-5,0,20,380,3.4358,125732510183697113791255330961776765333476184758523165125635715092394684932177050119648254311401950325828104138748205498921489916592720646951714029494642945560677521904840181113082697898582326294272243717395798069973821153949328745887714914154720643178136139316715400262304878496054813487267840.000|107446020386166257436461679828763772734483988438848208049529265655300787937203274910404737314176114847821537217982803976629656237454877281296176051120998663391539659649731661603674912802370218555930146995607575970082376461655129471972826088262713537442161483178682129967159317186961669695209472.000|209110076431689779250376146424289383788315624346219852497104867269453273286756104718136265257948788923890986553092281127477025111697550032995719756103676269371703475802139754452890228161816352769828722249463995445958149928313021593638658258330878752020164673231208103664123307065988527622717440.000|65923429395810146207989143086257617262445010748974007012647384323365378045103107684823553868069666141254704082093803136231591215297141928689917882896131499991280220575385133675352049637725117546697895216151920188811103618400916540297757744423683284197359712913766795146271104363241591449583616.000|40241192172780353823500396816211398990003646036395965830025751655141739222553325058585251942517235463073053872531826251404578143571135912211697299839221392787690832145589430347959053358083562784097024475929626453851441106316221399167626968706139821028614134120747944589109847039255235323232256.000|177987092837318699242956191842147273877656342019143431586863724727117647627521487150733153824289166881305233358014215314956746471061669039227652761344372354105329757105805344899177501714666777952912131818980738574640532972294171301966797219437253029896757419055687667182662325836150169338380288.000
242,4,EAST,-1.0,676.0,193.0,32,18,9,0,0,0,-4,-4,0,20,380,3.4504,2947391247509926377266568240620357102968309263898739913383118369891406111415145036995922810639176989553567616552788042477441007110139018584351100817568443809662904738642571063190262452378251912193635304585158180521481910872035034194632725848074258706146324336666343589473443728117630855215579136.000|2518266711718222128448298168321109178094497272149776785414008796158174835452107881659724774620819881837330159098653123931115712357915134008662725559874327038188903934876018298436567366356936057967196821034493560674730639660678850211738304574003863803938818886143602287384332030961958099924025344.000|4901760936955295783535821538697421484728184523210185682190418139215431354691017424892226624407190679445530960361584178702062320102132716703302726079361604774359827190361437308206465088024806294767319831782390333710323409879218110698985979659431916280591092770844562856418972552289506173216882688.000|1545183791491783985120752109295581123091257944959124084977821137607433482638832664226066983320152223255522204802035689727273510470946183389098820881499348074384113665401422378559830354924932580198879207572125426028083386566140371708518990598779825330284365953531867672354463403709841079661494272.000|943563116321878726282180995866842395295934438772797828531606711754612569207661024176571481029335004392701925502551143780989324179790843077351542737866450408725446186872250395131297014820068007591239539224787700011844499900410613182966219389126808206669295102531602873737920210122557340480700416.000|4171996209335441519375364621839270589021939745497141177503612871717127055593056133102373287958315725273716719014124140865704913380484218934311920771148894243390949730006799310025568834552358616090778660542116650266844457456611013400981145168271357957466121636652901579661533847937626287324004352.000
243,4,EAST,-1.0,675.0,192.0,32,19,9,0,0,-1,-4,-5,0,20,380,3.465,69088574175809538119298022551609338267106019517293688940570409025314024898455508681593877808687877996956806304582860911671666634738676816484549172103179573192223661898053720267074138906525045709913557698091164039463576739398297335011040154290969292399294750185818021199319065839259536187824537600.000|59018547501994317193474884431388647175186162702255151796813689343277745585793428739950397866458341569124956960688915571609226650562426163137788835394231666561056076846757506655442827348687895025820568813952730186798199341024746638117863131869445096288154279039070629789418424818907880251201683456.000|114899343593276554257815119475821012639691245407631851145671822762109295227378722612149203711478590197434293337339107557729365771487155720967540670014263899210093591460468582802299200301934571874042271274284844523464363670669884057756179886454177653022860811788344234541776877777316895230405902336.000|36215807275620236427348303481291228038626532828958460699713340329663488834978142397621185996267108182993871794918757487333142821540387843306203527301085176799295453999935953654153403316217689196456462783329705976158761924321316081264364423668312020470618815768612426517618547634615941376159776768.000|22124053893117111895876598210709062777171016950871128527549199817058636483471072195929639243963038441941535983883690748193464019001438115277377783987707094575802991172558447137160595053979127692915664319745256843987723435217958012339405112425810058615931780102830206919251242232716856527274639360.000|97788569356936840981803236189600347431360813912566580612389063246846398341725404645913204443349242142449352179234788647743955885236167631757392539386643728992317919234325237493142607107759286959635456177708654648981376630269655338705500511412963407714045289281684670412021506742543611535527247872.000
244,1,NORTH,-1.0,674.0,191.0,32,19,9,0,0,-1,-4,-5,0,20,380,3.4796,1619415509465338942548556770873402968748304044384391622478913400234086446395931414092601789274101613324348300141190423158657288955293006705387015681974181884602002846446395738342898193010688649138852131267648145100473310436144136411849940023915690835111780214875104165842213022235394822869948039168.000|1383213448063659731872254970302708263964364044781715615178884309089068962913740679119289702216678242032259206722053316473033594181163267669745203258674906062438579953447575317994778388103625791164045156258819201124989213003811795043906634325975603587980409058835025746385295761462353627537590976512.000|2693143554595091706798533127512870043634401862856652656563678733677918617563204826656960416175411048332217742274674015896797078131499933736650769572149783275767006353006014639619148120257162206147371099125407150249665600396646723675145864624365645560160950833184834183005448600989678979347535364096.000|848818725907028984050636074471597489631682783261746146763168041388984194822094025588220606632908110955385750493212968645978060583682546940985852372808756762635399960636758551894529311704034804391131493402928844665042833464569123173366492950320560408943075236617328404623354841959566572953131810816.000|518671251750228908811848045199062682703753493211279130251589977078167830784756792283843498849586698189108773619476395076917811541305105926626490682649596505835888185007664176823896726238832999535063488606540039761529089176710593055522392237368355788076186648175986303884539809182850501525498757120.000|2292130934349193399927110606669871310292446610705152223769515050527205964457751848282104132668184689509921699165073257103346028205364936283539343921070638495890441411112927325562787943954235588854576586675338846352863619454293366148892187313059503968289587201957491197789010134324805277149533569024.000
245,2,SOUTH,-1.0,673.0,190.0,32,19,8,0,0,-1,-3,0,-5,20,380,3.4942,37956882332904675010299201933410165907968612449475243877442707120494958814599701236144839948628714074282090870673351784022973187963433389655809282548954387106666134532115291564949185982446001128334041449336099991875899871714905421444593182533857612934990587697559572831984491207408976789229054984192.000|32420471093911248858234986006814124257438575963632822196259870646882835557471938255773704160130888069655819682314534480498380727721884245296470144273518188117231045831874793962561637122599996912308000502349112789442018119574792135199038879047449570472616345155031995208626230308519395130015496536064.000|63122821709393511743590269064785814672140333698184214823058967712139380816502587413777715913016472687294349466276262419199793820752311928867986904859548149793931987224419530658300981191019325303876828116515568284205807620165562178362067340016273166822508979354000096408704357152008511532327518601216.000|19895520242090854197718815777224766863208073112885651307430438255675692992314296382068224941286269118583054977049996111341597757575235540416163211874966309679990402934203257963904071370319118520645441508258574805103206795863169510244232372651767437730300146616515778071078519372814189911352365023232.000|12156466268399003735069917469418939148682671790195954885753525489587309657318826135515105868485280202322611135975099854613913825801126851260370780000995090404691107075912130480185979549392945530981765973205490892744532731690351544196970111499548324354413634197495329736954965737082649902992297295872.000|53726569526244888921452515506635906226142831312939344990997903790341973722400611943001975193006995840326751118176107446607711839764501858734091023809750856447589664000598942476393553479391215902421563423965856520141575560190381356681543721202028342568103002308930838501947423825671710845482863427584.000
246,2,SOUTH,-1.0,672.0,189.0,32,19,9,0,0,-1,-4,-5,0,20,380,3.5088,889635573696242222124398141295148471932549125252531412525924852348468462424241461028355524033452208638486228467578787992289780723501223763314316008794624737242191435479316475607087987884130812389524158166068061425597553331512523462903000028010475128831508444590535791647226913158373403686243684843520.000|759967679687244367227109101845428258543282596413582231207990672754818723082710210421740863268806801728001084001450045996686886197412755921368116949881965719430122811392171399220945233288506392105772777731999066150530794604560411332285342093439824135748887417225445150438600060833023604853009748590592.000|1479499799657521329319610608875924402744728934413097097475160249474491947282690954006174509897446024601565459210749278543303974067212731726137335040122620250212684432530178931438762548943890573847319540214155641298685675668172512676009093160749512712576373806482992936319604162795751880344826456047616.000|466345514643237230145864649115863190728270763244745942270336477602546132967865600723972443889930430545204129389017866273450151349564885468977750631641493649392123167394772891019959300638053739278889378350396163853170668703660774348763045497579302445732857327863669436608576825135707024941297998757888.000|284877151959512646534655817497343047766657635234541548213320490869399615748623916011063258806166962138637759042732412860919298478969157474125044410248509858517592009768267344543666301495617192582385769627240448216615845216491056477017137969314195122956900332989874830046002609816650941639049785376768.000|1259324158991216019831804898971249498731831771590689477191912193855804502863548979451584229760759380644489788479141800097936707003515141940875625375351884662890163144883711667389569629199055069569449982374974163865069690038662322729408651085311171810765656107472706974605299021652632206520312687230976.000
247,1,NORTH,-1.0,671.0,188.0,32,19,9,0,0,-1,-4,-5,0,20,380,3.5234,20851973238303550835954541520318451736986990031908923026706834896896506774261989202255458226715704736914282111338743448759887786609803823643089258910847369587219589453694583075913546287858786565862852571649905963218340236214583741219107340909690170905241217441349971337235762257754205462622941829136384.000|17815111747932776976738717067351712676498353054600704924864857752790671225966915362676549819045475561967395826568123413262994846052613095179781769552768648530665889629774711366378347495017095820838679763224733986845028783213533928464446882891211639506423055674661898655359196097199865973684367358164992.000|34677714075821974252718853895331178518040885506212426746907578697584372536172729675352516560426658344964361627668691879064475708004805570364475098091986129596978541898415743805019923526210185280159081001916659227818128546513720604919549317881734538663014040514813223036570201369460761633316110539423744.000|10931616609136792690218913037980062211156559230698555155431123755883835139158666580597873178773211859676306354605814725317545144142181616867172698572896978248652219696672655201015796101482351010521307563295100741735723346263930135414877101418140706131772862824500700788908964675881024266281826371239936.000|6675617046787019151339198547671096317013760988153509474171891464454285647226227173673815837323187972058944462252559927446955696984964388674332469999645105084057986478911927475293418993613132660134533360389733760826171734623459567820190823714309816437319307012630179571971940306603215262137169762844672.000|29518362269571659205830823101126549410963846290266912986443621022103519770461487152560030140738654887965417571651208585131050947733647334089542231608640485449576260489565311369053870955336195306751656178061590515312332315052945889840467562277463555454318289500719074390894293763841913293181355774967808.000
248,2,SOUTH,-1.0,670.0,187.0,32,19,8,0,0,-1,-3,0,-5,20,380,3.538,488754512802114540384174948138969302579015487454953508337931234491962189627065806625808827524021148355537202494671066133191711532498809951218134380559392359588353723073265473837350384020542536941963845901575868125095931505777329380951777317883508815270611562263099562648393461281657785599010892310118400.000|417620132688410191248086043176809350218966397093213710854078036443575193754195559907555534184191326937849346253386527317110048844791963925167087487185130261874855253601368232780096264350852706217711187350705686155322135070665340767967087288229368248886264808845245929310203247386418776851247235459973120.000|812841425032129782406100026288194627067268029262046886328333900701332126816616295600592951211713329097973938781602630474078825726436418803521689398452123862232023992363395842303704504422338079590101363026927282443621419121544646547561323456146944060854358325561538180219021579882890725862602968230002688.000|256245732688686105624220734976533500708343308009866692125130003244314969513160033573860006785890348414094400074436992521399356686815582349590703549536979781186218660845866409849771825410727962841711481628243964193473796861679418815981149070322515850409532713206833291551405985105370889233121234189811712.000|156449836628020733919275837363073160915248547361418362832373267241014667207143399915196227100983750741258461194847897432778964227462462037260428577647702836113444685075572300604913836478923613655403082752950156528524432283753346407616282219667968792367473085588597268828518682303829254979505314655633408.000|691894409156273152942156596665779199768123841581591429211285284089119389090358006746201998387396747449892901015073193337781436626199813208169993497774555752518600286528955484617366444099153207664421816249366579083770888930594143243705294417419152802476397690687746865185581117071923995947595025879138304.000
249,4,EAST,-1.0,669.0,186.0,32,19,9,0,0,-1,-4,-5,0,20,380,3.5526,11456598530591214231457813912965654423191960599145268609485653428080438479038609857907236154155281551956015370417844799471678870169411974872747519077634063803347808846766904242768047152830744086548292854839549926585146317829842654607966037468321848456954415080331791685906719123750544151879016116939390976.000|9789263669534593416969295953495057646756589962208291089297671243944992014229404206188281715377952932105871282831834993163555498215836170367077604611814812822291759028949861705683771965859521720179534253141793002977628529517196427806362265552744642353691170975003746249183583064276466720170605655747461120.000|19053311077623585546998255828989474563951611766656032416474258024327130487736965565872272779387573480836365419700033503490892645494033666863657803460107169089178571350380534087234421700649340058564122161222908800087803265294864275004535537161361010536595369386970410302161082377743093252864016796753068032.000|6006481978088127132295532941269979748978217184400351828644015127113999447398923456139168937404219620195428117625186271339103976803150535775743776334357128154415593430548210198723453839261436644759846262928415297890735410352457101344186200108908574436056944366668501067141662234404126539085625264086974464.000|3667222987361166373801579769406762015466387341192900150412848624173103118552518707615619116510965456710647135449364903562193728871178633830594642843769368377346186643052727051492372473521789522118454127523941807927664577720997721394613039428741488004101884860111684320632195958803615563280845103008055296.000|16217863842306630256593999264644523197788104383953205847787580004777072700494861630932854384060647384474824120590144126178781547319548743813690977363518379430062352838673953863521026926340815682990401974168227720652260339660095063519141960733666688268208463705004580597603799941320009254280626039097917440.000
250,1,NORTH,-1.0,668.0,185.0,32,19,9,0,0,-1,-4,-5,0,20,380,3.5672,268549315294482969977560058792009847968647150298747334303800496965684594606991673549270702349050194084580088991504484504128434574099874970303672022498963944082463410333161627802740084938121915645150278754529006534145986797704154229505558596692781288541363050904714059309159180207643309155984192159409504256.000|229449145761439244182901864090156445297468582154157610811572632608500968012790492323125165649568618185108648181798441355106334648091521184318216036125113403343714967850425306051466174079081797747907373201388441583538450375755408512120214543656180910136824243746607424045209007992435405725794495009409466368.000|446620974852156573135525521492655101250161402166365410369292625840358769932295865779224180070293692039205852954261328320639046846076181747018974751239890164085228563366456854040330608173287278556330367771609628167210661624231202984808791415743991162435031662406237781351702304825731073889448269622942892032.000|140789270700030443084768919739343348746877847625901540203883752523219245544941834548880410900399373079368087534717647636677357408620823353974733777256138412036087115576373507762931116640045563464841152951942274072128515160669445218353196807284341109781164390108565194831688248134474948984561244733916053504.000|85971664347803238819767239541378649928657490466064767675802619901390123992005524392547536024815713817711261807401661166692961920986463571000790154879185652823291304259339480874706629240524849095794485228025087851237209895332019035606986742010077340443804660393459543872426659356150096617690865179268481024.000|380138659997243760222872060145766605989537496185861246068177793661736297100580905685493295713360189238446881753647246955570943433745688882707699611576960464778216008970895152244317594807252629016022146059923393465928740475258233179559712413738519721901869164713676269646898825099553697013037520192691765248.000
251,1,NORTH,-1.0,667.0,184.0,32,19,8,0,0,-1,-3,0,-5,20,380,3.5818,6294909603860478404927513898698803956053406125610690723038018750748834699062962243356603508379269322225878633462325290069521226655020130723454175260769328502752059605245629543166442546240000448765401538555529520012013402174536186268271379345758257095750349682589585401796449961183799033132157096591013969920.000|5377822533313479832755223593191945093575935275423327150027356622907627171551617862212089959288181587116656627888707840013021721241052464026156456706457118676100914016149558512236092876523861580765278847197724482316561109063999813790534829084637829093345192571500446362693339599392146420574572844572867559424.000|10468901551536541007221045783754962702834361215018373785212072925599476489747181311941608041093484658136923857930528628600321303779628201549345711990682557274760455042438455121480248350217911513549021457239140479855687378389464814464259710500055262599939349666512788750552577886476148090866877676702354374656.000|3299905078110063659684702736415380530452254922624307042338806162191305289106883638956167958839530845500995677984770073591409849006752572544239313192859152493664445240251183806475851707576940241045905859673896293089450845079294462027078217758428557704619497418525388625779497018034586527153849657711319318528.000|2015563678576531761321246432027902994108860030830393608046560436039531308602205321598126957572879830736933548659667065710492391001928036139039087046540511826146567725202349131862430877478988556111083380075168145409198840075240512261995364447528677831739452379891322397931682045521857828341124399572772192256.000|8910288257272566393367354008430016819565767004283956302217151592584314293272007527211082968276677802026869037102045943777454236329030378522695469328081245648108036659283426571985588493219534897277024134313372033523226039643716017194634290029180718150258557207257041532142731210252357831426842067377036722176.000
252,1,NORTH,-1.0,666.0,183.0,32,19,7,0,0,-1,-2,0,-4,20,380,3.5964,147552232847143583571907371296837978082135660927095432027010231765512558817563223034395432419602069699385329250042650976139694803987284610263586385098556277749316967571315022974604150276607596405543369790839016880398201335775529255968436320790250932834570667016159721170185396977864912101098828361092204331008.000|126043916118471621776779715695968059177120354915594592651646580243691262855214194415210445827756345467654718594672017907278997087139924855890792878162804325015423736485982704453360401198537115847448680331522140828596365103886667796771272791261980674686671175683477209066830535071653878914371230622666415144960.000|inf|77345740535650554747421036093556025757054189460674348403307106239006391204852483690647007582441161145968107405071655570889858829532480612787203928953934766734720038360915811204463874961675386133431628121218650174837042200634394840608507175327844494913134014412585985369381290580349077874675767040085757788160.000|47250021450911567153574676364758882867069098418960660192718164861654633431803872187653115584442316207546807106296082458931705280421617006994224407389647237646731437263730483559175667551440595114962249900721528135989128893086788623182394540689083183422920805365915785659430339586412414346348667367503182168064.000|inf
253,0,STAY,-0.5,665.5,182.5,32,19,6,1,0,-1,-1,0,-3,0,380,3.5907,0.000|0.000|0.000|0.000|0.000|0.000
254,3,WEST,-1.0,664.5,181.5,32,19,6,1,0,-1,-1,0,-3,0,380,3.5853,0.000|0.000|0.000|0.000|0.000|0.000
255,1,NORTH,-1.0,663.5,180.5,32,18,6,1,0,0,-1,0,-3,0,380,3.5799,0.000|0.000|0.000|0.000|0.000|0.000
256,5,EAT,33.0,696.5,200.0,33,18,5,1,0,0,0,0,-2,0,380,3.5541,0.000|0.000|0.000|0.000|0.000|0.000
257,1,NORTH,-1.0,695.5,199.0,33,18,5,0,0,0,-4,0,-2,0,380,3.5487,0.000|0.000|0.000|0.000|0.000|0.000
258,1,NORTH,-1.0,694.5,198.0,33,18,4,0,3,0,-3,0,-1,0,380,3.5433,0.000|0.000|0.000|0.000|0.000|0.000
259,4,EAST,-1.0,693.5,197.0,33,18,3,2,3,0,-2,0,0,0,380,3.5379,0.000|0.000|0.000|0.000|0.000|0.000
260,2,SOUTH,-1.0,692.5,196.0,33,19,3,1,2,0,-1,0,0,0,380,3.5325,0.000|0.000|0.000|0.000|0.000|0.000
261,1,NORTH,-1.0,691.5,195.0,33,19,4,0,2,0,-2,0,-1,1,380,3.5281,0.000|0.000|0.000|0.000|0.000|0.000
262,2,SOUTH,-1.0,690.5,194.0,33,19,3,1,2,0,-1,0,0,19,380,3.5417,26.988|27.007|27.022|27.086|27.016|27.010
263,1,NORTH,-1.0,689.5,193.0,33,19,4,0,2,0,-2,0,-1,20,380,3.5563,160.873|187.320|838.458|739.019|769.696|160.464
264,4,EAST,-1.0,688.5,192.0,33,19,3,1,2,0,-1,0,0,20,380,3.5709,18859.772|11672.425|1821.646|5895.752|21552.877|19220.839
265,2,SOUTH,-1.0,687.5,191.0,33,19,3,1,2,0,-1,0,0,20,380,3.5855,158902.876|275050.934|383788.334|257190.476|410464.610|307894.204
266,1,NORTH,-1.0,686.5,190.0,33,19,4,0,2,0,-2,0,-1,20,380,3.6001,4813234.813|11762148.976|4857799.686|5758798.002|9189722.292|3667910.009
267,3,WEST,-1.0,685.5,189.0,33,19,3,1,2,0,-1,0,0,20,380,3.6147,117722712.823|235906031.665|192480934.757|112127879.502|203679180.181|130918330.293
268,2,SOUTH,-1.0,684.5,188.0,33,18,3,2,3,0,-2,0,0,20,380,3.6293,2954223964.973|6283999458.081|6897923458.187|1297126825.637|3841700229.043|512747610.733
269,2,SOUTH,-1.0,683.5,187.0,33,18,4,0,3,0,-3,0,-1,20,380,3.6439,105258648160.498|91538084659.200|124652948087.021|71272371055.525|115975568349.438|88552139665.679
270,2,SOUTH,-1.0,682.5,186.0,33,18,5,0,0,0,-4,0,-2,20,380,3.6585,1821109681135.493|2343002526564.139|3486784789799.116|358570251767.403|2050579513595.141|1035114820681.858
271,2,SOUTH,-1.0,681.5,185.0,33,18,6,0,0,-3,1,0,-3,20,380,3.6731,50860541102821.320|24915262099935.098|59097244713001.703|20219109138424.234|50934084233442.383|33122341686580.785
272,2,SOUTH,-1.0,680.5,184.0,33,18,7,0,0,-3,0,0,-4,20,380,3.6877,621603435449969.625|1049569193675960.875|1009620682219569.375|67338459201937.258|1004336476244887.875|817929015313380.750
273,4,EAST,-1.0,679.5,183.0,33,18,8,0,0,-3,-1,-5,0,20,380,3.7023,13900306969763528.000|20637250929197324.000|7541288536978210.000|8223842747100823.000|23191948103688544.000|8078697533638542.000
274,3,WEST,-1.0,678.5,182.0,33,19,8,0,0,-4,-1,0,-5,20,380,3.7169,14955493285556136.000|688725774979447552.000|320501527706311872.000|265569596746352224.000|395344574620197312.000|486279121106155392.000
275,3,WEST,-1.0,677.5,181.0,33,18,8,0,0,-3,-1,-5,0,20,380,3.7315,6817825488744094720.000|15456964302757253120.000|8494329085793243136.000|7343292650156943360.000|9687835989615134720.000|3647735097023325184.000
276,2,SOUTH,-1.0,676.5,180.0,33,17,8,0,0,-2,-1,-4,0,20,380,3.7461,162827923499849285632.000|366936598639436431360.000|379829576356411015168.000|137098396442001735680.000|223333532521039757312.000|237237852148141228032.000
277,3,WEST,-1.0,675.5,179.0,33,17,9,0,0,-2,-2,-3,0,20,380,3.7607,6449133151426700115968.000|6454695228282060668928.000|8606762557789617258496.000|3334065827098129858560.000|5052720324414849155072.000|4430733448574875992064.000
278,2,SOUTH,-1.0,674.5,178.0,33,16,9,0,0,-1,-2,-2,0,20,380,3.7753,117919554956191644778496.000|122307140017634955755520.000|231663855401938586697728.000|43532056688819521454080.000|135130266828157113860096.000|81473441768362815258624.000
279,1,NORTH,-1.0,673.5,177.0,33,16,9,0,0,-1,-2,-2,0,20,380,3.7899,3351626821178405366530048.000|1694529256188511971704832.000|3988155437380613208801280.000|692845216695193522143232.000|2790562426268007308197888.000|2752984973753222795624448.000
280,1,NORTH,-1.0,672.5,176.0,33,16,8,3,0,0,-1,-3,0,20,380,3.8045,44567525566230569559261184.000|26091604056593863110819840.000|85933804873492355973382144.000|12938515107722104808669184.000|63376375587584898836201472.000|26991461518360493783252992.000
281,5,EAT,29.0,701.5,200.0,34,16,7,3,0,0,0,0,-3,20,380,3.8011,1013188407617974339823992832.000|1356415370662662340979195904.000|611088410896347898409123840.000|183460065324138469039013888.000|1126681289738499219722862592.000|1534568756140061859862544384.000
