tick,action,action_name,reward,total_reward,energy,food_eaten,pos_x,pos_y,local_food_count,local_poison_count,nearest_food_dx,nearest_food_dy,nearest_poison_dx,nearest_poison_dy,network_active_nodes,network_connections,network_avg_threshold,last_output_activations
152,4,EAST,-1.0,472.0,192.0,22,1,4,1,2,1,1,0,-1,20,380,2.3177,152761005180073264294398894390171742988091482898445900433664431719542614884298794321353333076949693601147891941995324831618322546856648180596678499216269121321079408689152.000|171382599643860256867709921451581228756443525759274424018209199570922673013934194311469947918296283262676527303390963477930819096807285926546381738323862023943663397109760.000|145197175207497870804457238763583692393912231707904801605606775718389665180413057681499962692495275710424516436839558690149342868011191513889591617327275882417441768210432.000|186277199717987361081197703160187295919749445101468223167080533307179900452112343785112186017728490358977211192445480668314240507168833534472459301945320293250298248429568.000|123090664705700989633394028059320224304816611476700924766114203998575602276661923179652594467032058305152602397602312960834702753695528206138247716572389938836353952251904.000|102578997956809060254908414812820039655644700886287360903992959439064378646733271537838423104754511943094295936196250786305105250906809307956385015537477444584600846204928.000
153,2,SOUTH,-1.0,471.0,191.0,22,2,4,2,1,0,1,-1,-1,20,380,2.3323,3517170861727830207945965325231860689282647436628405087750113995634537115133276772523665158980168139006418326613263323125513021286334051948954658696159549222471953907974144.000|3971940508095988880657192921145084191996811184957701011362890177459671545154726231291093125969951969807560971676771871788983217728503700142892459451135604309332130543960064.000|3342940035565081514705409516559328422494664686832294353945052353846889139802894135518476256052038606338869522018932457828411684477438727975409042324970052604939479487086592.000|4289877520348475802631429801398182860248359295375270602461538620040982463714769022570392435708385522373968343830666158805488433289268200656154738932659800590176590200045568.000|2844263381180068976308638010624185549582729957884021831451396741587265316188902242194093307957603531870687285917365846623091576969560266927056703237692823760777658635386880.000|2367638772595868569208327676781236646735528049336187670018815454331268454026439207269013283813425042494177898851886797787679903199107066777836719879433297329122273797341184.000
154,5,EAT,38.0,509.0,200.0,23,2,5,4,0,0,0,-1,-2,20,380,2.3235,81515760774397348702795875253162175540100306207117413195818447068862683227331065381784577756083024806566411435744841192908444752656962314761766411392503321985409835165810688.000|91224171145452878584175162992229145991141752540399668094454751435790958103568793367763021912762428725059022014668314667393263818281999821188391730519020014294949872837591040.000|77318335489612013095214879188351976592843158164775919422296368683064334483044511782792881657940882834963955960540796063445137003727823043288217355175717274792798045788438528.000|99284460817668117104463139464631244719583377445015385971178022036376858112073625075102415862452893370779425380453587096672129265787136653699133894609857099287909664731168768.000|65628407228141154539789905355138302389581013912420196508815880933837631400177154747798762569511982699255752394709090230760966785214594867564859589888645650059356766176542720.000|54538063020141657405506915377319028885718646414818797922223195805894023585816523541018523062755121042587809707459627521759691379509295395222663225136762860049256144498065408.000
155,4,EAST,-1.0,508.0,199.0,23,2,5,3,0,1,0,-1,-2,20,380,2.3381,1876642061991933825106139829296768347315230084949158252855793409699139430378114137027805457918493495535721396281069647650750884660448812814287176819283822097602843428759011328.000|2116898109894657242033045791418243248551389698695895551967043471322896486223772713152324668100917894130035719498556271266403103031520212688349345788067125174208080690114723840.000|1783422126455806981091547394102449534616443690270831717851376207706135925078921764228363286184904454844702597615966471918360081938645360527921005101164838831747670505185869824.000|2291498533329484441730057020160961636553706648018184545816350622711872889637735013625061780501844917901403063595320532426487599376030586575939726973818360910963583850754605056.000|1521672537659061203981883431327224070516729753618474284614344062560501995841319286266646990260703763638346119085537371796035703696239777730561746822503177032735443104426885120.000|1261274796824318595338364303497189669815350269606434394372479264253252973164844594763878476512431790656287779851725807657695826622510353792438718796647028756279900212123664384.000
156,5,EAT,37.0,545.0,200.0,24,3,5,3,0,0,0,-2,-2,20,380,2.3299,43469094644611783096960193513928849108690140486011884934835126801483624227502652063990663727159399008191854624501610678422909140139628533731023645621708513929045835689714778112.000|48570608378199609166681256259687545646781144807441500674033341774675788167297020919936132214295145187771379890732033916895760020875106723580034301924680278919619088440394514432.000|41221349970463620664041816784208372852845497865390358432123392093038188165546013642899444291618898387519485971594502135487388983057358174687203155332476463258759384907005296640.000|52953863688138991636734327028174039377092499877462906938824099946280934523535093561558891377321533489001674661935313421201658259956609117619083735107252286035267382562795814912.000|34950296121577327918895818440207059483292623197972601895944864196248593679253360148381290482275504582897479163150619375437410464306902160790781994844086715881877426808985485312.000|29037300353013582821034239645176305338856100411937491521345278704336214244068737379660182905968850375150010433641475386737079748108495923591473885166623505080889774308830740480.000
157,2,SOUTH,-1.0,544.0,199.0,24,3,5,2,0,0,1,-2,-2,20,380,2.3445,1001263846282167621414353630532926883351773731988985757525322262220052088531597412595075248688027364419837084761800281527561434895089886809426979146769331473943991114588143747072.000|1126120875693009191960008972934547617962285659685372403734771466324390873506233413602531933244245513713599189926806035017390544413549343528025810013494942319307592828041520218112.000|951324304956953180443242379407539968046024004875644757546331810105226600428355169631308228542430784214824674508531330917918727271716455686613077264122014457104891742276496130048.000|1222564117485920049590846568202337616201209992232342303183418335757919023393170842932323724968641631816089417705960264211782542555190844814456286205709622262171313284055912415232.000|810449522643312036334193196496125338227629944726663687480352992787169967350420607998866896361938831439982528699008680527155887573046468817134150759610806897241091689395194429440.000|672140050042415555015487469310946979483795410937706903356929245861394141396826757100082514439908574434275534600096232887861214363950738592865657177583920531987674412453644468224.000
158,5,EAT,21.0,565.0,200.0,25,3,6,2,0,0,0,-2,2,20,380,2.3459,23140258526108476753966207176550917487019345644517004891650472144141469935003992741513624977522403728283504433241605814213404807074234213695968530631482471035375904655973453660160.000|25897027742847584649796540206510637919302559058182407630738260233048353558863433071545552646076873659695705273598036068619074990259241057390954545884362590734649609861305133432832.000|21961568040658379989749175699544088425917478335648641970164580685554833490756869816797852687100974575336483460656678520511587064962307082465683934972885265021683180133902459076608.000|28200551501208783430638072110704385449277076625264017215048605600697342650276501617467060822761009291680605876951736582208964061822621176183282089865183777491147402979194091601920.000|18609047899856843112339283092692735313404434421003508170831690729411369024322545900764361442737720365190764352501073301049476201140764490454071964879705255381157466375990215180288.000|15486695021982519683647378167584306512360518629796852129446585965241511027212672219318954339682291574737899466654126991575833432119621779617770042973057731119939737838663321518080.000
159,4,EAST,-1.0,564.0,199.0,25,3,6,1,0,-1,0,-2,2,20,380,2.3605,533728997039707341300661921385424482316703019989291218380936817374995706687057555358952698240771438119417137020839476968638236259485544819492915996646200178918300494926359417585664.000|599382295590218877341141463223277359145929745354630534857591024556657378463520880657101091419786187475502760298648170193434416157450449826225435075655494977119508653342051897704448.000|506905727046887256040847526867928696948242223931347625803473951258090864855749547444395927844846812992373573253040923203889176358609643213322600371373545387288271728888273218568192.000|651265874909684980997770450352877474377502577887722638605035137048033435996175771849282591367103728587234724264919451138293647674380217076038838560028930369926714922284153030311936.000|431123049212474819161700946895057076716142315338718061086460663402900705976359889924053017201076640609641817859873097705884681140378219361414866309331400852836684194248213875654656.000|358185415982207562467891244081705824794182417175473475697860622240046837435130567034982656346353161891420928029096828161901025084261846191636531933164099784161139529012450370256896.000
160,4,EAST,-1.0,563.0,198.0,25,4,6,2,0,1,1,3,1,20,380,2.3751,12313424892064524334393464797447606067624360079711155314697196600930697174500282100785256603806442867139448024357405631845134637311896752193077620946729055036527544918623420481011712.000|13829027295453112629750810123134127397715142997177668720671973304379850544898932080847758329630508186482081287140615387024321685249701597674556875201283091576456444695943743140790272.000|11689862323438446525873819692807703803741677299786899964343101640261999661866572178981528824622138327960600349265130062846939393202785455042770046962582917330530382574648513393590272.000|15009612045648315936713236712413391994875638030792705398333542248619117220519577109857413988825421790632733257927175609774449446334974476419674461479409106680404446468860951299883008.000|9923850592253469051871542607925329307583536965029128856337134777832564986724719099464367814946657846675789575904474791426750315168044592453343079661865799490475970395871951038971904.000|8261388798790683481296149504578556271963845617634711105501208233836288085254971115146079259941291525283314105878100926385506479920489290511228203053955187569665969455137018769047552.000
161,2,SOUTH,-1.0,562.0,197.0,25,5,6,2,0,0,1,2,1,20,380,2.3897,284496176013602235679355132896424625847845017815306862040300607941983245113847991437661718184644103746973115013799108512944060705218627779899586160844737958891327836768768893107830784.000|319176764869881995102443294432989884194518163920793483297815796878978094575355071377732478341568727319452317375952481918210571691815694825438987189863923090144702724427863556448321536.000|269898383407560771355399948101573383772586956047341647209491233284989491285023643205699080478863461870120498358758648960645351434541139119978191685863840586465230879093352564718043136.000|346832617516977907269510513438884175819905800190466426158200207872861167475529878046768723125587863676931442945807726271984972742757504466395811604020316007128512779369119155421708288.000|229529795270369457009897010632616582262416860782867998472897885277320367472357736747188125191181463926160346893020915024744219405831563575031413292811912103600104580437870823302234112.000|190768139696325655499673101150794284514976959069494282384319044592878292991335373309480773779153326956042161718266096696581603930747127716734516444972855493015603736927950569608314880.000
162,5,EAT,36.0,598.0,200.0,26,5,7,2,0,0,0,2,0,20,380,2.3821,6559546066858444596906525073501671120535847111751299778704025618227171650159397930985985306378669575668052649142752824990584474128474192783760107811772770996145640625725098491346157568.000|7379645847935750453238619651466144133246888300052365818389231447162741012754653808888915301439103351233586871988926463441304378664350611437136696994200212341374015927966262524750331904.000|6225621775943242638665369454178647462414328232680995903117497702374904795600001333443957526273171140711099754782120856771539992817227334532695812088463268864956641025382163015960363008.000|7998912355918327005986879587725058308773458529476900216418280986871944273308989314882525410298128132254387013631721073122284937169740074674933478229540078626750858738523095984699867136.000|5299593834076866744365459955989771886955797541398835402137015463616838715875779340783331935229150632116070898347227424615877021361012074031694859728103972432396860633033512296965472256.000|4403737980226971130853213075510803939227454644542885576144492875113920953149572967921176698752593485259193262604982976233390950369073202786883606748818708425151590924459710985386590208.000
163,3,WEST,-1.0,597.0,199.0,26,5,7,1,0,-1,1,2,0,20,380,2.3967,151692623864562209590991501275131502204221193124133775658487311996392524902436423946346891850647963187571467145411430845253619114625825001621674962232046262645607030168623826593459994624.000|169945149808728286955467137662899080846122387095692333192012126381339903923311573981642887365705518384606516684318571562223827903051255839790133151614592024536119623935332844560522936320.000|143820026506267442097819609341359660132409338996785645831634070511155852439707906570654138877411266033914561785748224052532580761778344517891850570736437943822589897206425095239093977088.000|184869788050250504737426487384973685834387781773397005297722137969618957504221937629429283253264883170224503405363829892950219567648587053181769414174730344370144832599279170073602818048.000|122299528146311333513132423592473382888013864644196662964494621041510900119895540986418912429591562074385387711821734737088546663128203033558296563437145402606761412450451805675299274752.000|101579156926512765675781720329632376534559675461467121070843102822800825314861128866901658675125524346397133889434220784919970716837237970088751535802919391302850431644701149515923587072.000
164,2,SOUTH,-1.0,596.0,198.0,26,4,7,1,0,0,1,3,0,20,380,2.4113,3496466226877817730937228548216780162635128520712837244504210307283162261903064312890865993070257770839719968019502778308448396016562688969298111705242328778761310339756117548009676341248.000|3932397340304825613760520479106793792487701747171492458610397172544370977183180923009030690258982967142500403615412343207728647812902715472947269103679223516499355424697659106742314729472.000|3318948474254668638201761060825185225420277093508469150053164113903363645210275587142295994919295027387066882813296286215830661298090839890870801078505510977783522556689362583118409629696.000|4266359451065349232103756378865799141526062840968455509002949929093720011384546712098544645239599311524423027602808847585685501153265163613568340760701047894583120671516150994242931523584.000|2827669393757710094604586754334567933326318558333133593167725570374513443427170230515230312059763278776849420195617638171376742134635105976289630886516106213453446408913893448704476577792.000|2347054610268422371232965130841570076541344078896552531974120213531866886565292174747785085644799039194523977776108643417533434299163395312426788049336236690169136714183508241730479587328.000
165,5,EAT,18.0,614.0,200.0,27,4,8,1,0,0,0,-3,0,20,380,2.4145,80826070547054423839260021001081180010830324158817988213978637872257164093206728157779259302215741398326467614760683133942954281277390613279333424393944925249541315275952361780856718622720.000|90516858889648399110674987677815500256464033076613054825649319646050042445655355693978974167537018045661502874670947110463062429542087747260047480514143363385568435651952511901178225754112.000|76660678121620773170645749156986028945158408313641923630061830316759328354961809234670771408814138679565224762475390140537181691778545143890851214726096110143723504041741796930760394932224.000|98520040854459873436652011400134762383328113690840464172406309982766705584553849008913689265104416725362456003847186050399261840540306431168201696247687481556863248863232718380918959505408.000|65124356015449802114542129679255872911229624507101367248571182506862312772219198423524426512471609091098638652330849462345474924025623346900168228035076015833933002577924802295699045613568.000|54127969744631781598538145413097139944875714529387654583209864467619375358728902657173925330033768415216944196172347363190790379428167667194747630522196573103473616067691989017392576462848.000
166,3,WEST,-1.0,613.0,199.0,27,4,8,0,0,1,-3,-3,0,20,380,2.4291,1863579594890283357501216792001791829489261304203376197938216375569473134380187312844621178313206466231748309791120483011121052706260474792748490754692327811197156032462029318535508708556800.000|2094146276561756333634253907751799889107060214751650378666870579557802558577743630117588359393498070205789063902623971558837381971839670159116914560075999347028030642219781064606714553171968.000|1769145378324287459686600316023694978365470435868237233827453506500576031805760185508348157271212641312244450497940232204049512029004230713804615713133586088378709111785087387594378465771520.000|2273867423007816028615913428161945148404228558074517906812321351253148591984294844525109030623319384870600551069626497214126739010694710484167829228812883026147284959857635842758634324885504.000|1506178598368367477403914934475393643436917667661209424757498727889711091857285033621518666267700161389135126322461088504641021541658663794352170503044514980301728583139349831615010937241600.000|1250879731928855023780691849175796675547177832319629383850746444867341475879386866354616376624642631902557874977286113763140969671142334336573592617690647196064950821513942777588541716168704.000
167,3,WEST,-1.0,612.0,198.0,27,3,8,0,1,-1,-2,-2,0,20,380,2.4437,43044108831455371149251359423659682569252520388216862860329033706673139877903977321692659549432424794285325639388276906710201798690991998532156006195061704387506981805168389603536121968459776.000|48253370631345008279454376050651905449045252365900131630658533569547557625309023165361973624190141633781369793927811272681306021500962961475296121415085757725366529902127890485346527673843712.000|40839947124369220165028541354137065834635316300081876487332604377056975368672511108398572632643410679740710774802767132822653297922683942337426718127008980720137702884524519103799891570196480.000|52466306761496183606695275735211984296118880015402579269586548873213886611708381510771499994842634540666561831883117287458796445453122276347440232977271049550709355679063819770594934938140672.000|34682836613459946271205492475025035446668928508185854839784712652305325460187950682206004404960124353510300976656911606171783949150796359876175978368794555414322100257491911568894272267616256.000|28848617849140188177916937206724372858509121395116225486256137023361246964639162833522641663392726738618056830792117502635543169224303804698418061767529191882159077744626717745384952885673984.000
168,4,EAST,-1.0,611.0,197.0,27,2,8,0,3,0,-2,-1,0,20,380,2.4583,993206139305797067619837783921208323542333442847901445722722304768531381215934504628877591761085107710900918859869408375424087068103243245090706110804029478528800600384796405604276535512006656.000|1115321338800158285307868444382505097119920949239187846211194838488434492732226870760869367315326740731225445969912414787159302790755941533170986085366016743728671437442895985107559578368737280.000|942605087612878506129629794017713809086634026671381243466528137964034787429306055569499745255168560456907071683393172925057657164648158560402386051452581017816572436092879433611410664216068096.000|1211337099700047788871745998796008799525174103886057531748310830931708570564639796929037892239825573623792088753267800255165376730859579599193253478306327299618699887680913640821876155557609472.000|802040612789626686145322300943622652276175960507021924175578182435209501606372624866173478020831804791095340187354860438041125690971837702040988719923450129771991671770867301401201094707642368.000|666376833045146843319891876852880865154849079895261874486049137930922128810884919666935960063801400451069273430502488835469210173392805172338074376321889762826463605628101754288168662477045760.000
169,1,NORTH,-1.0,610.0,196.0,27,3,8,0,1,-1,-2,-2,0,20,380,2.4729,22923558549802353618664891802085536744684373087840285210473151493777151450991521450467585227033736017752950917874575894525094377965410711030596341898490919620422071237197024402953898229898412032.000|25735886981871474537274499440489083619288841559309316483087615518877669143539141386867559757908733466705117327504877237474806945318142208013499876215031857643685773371830846874626183173584715776.000|21752917052510196196975940429883180736806100778787115171637658265720924087934623890891352168133965587864413735798878465680181897123390604223285036855386554201370236819425395146937891022851538944.000|27946154313579490623363743350047161284904856219277430191121585703212357716006311977328447272488558258856870817208948896835510283086345449026985532639708942230956570162094947716869177663580798976.000|18489729044361373723262934638758006312701007218973156563974553171388181069031360081980512713228435185168497918092615683070935885245040633887482556171451973297679030215094710600992395791012200448.000|15374006244246926080561758853811885126734293390996763026207910070151070804914957296245827351187723272021488869054920553955183119027696547802538739025025153929314468155751010087041345118875418624.000
170,3,WEST,-1.0,609.0,195.0,27,3,7,1,0,-1,-1,-2,1,20,380,2.4875,529361240557855558424991897454322407326262165575738280668063386652751167132072122172540693700916081301920483381623153032579024842094635510468738390623793706939505244834376338212278525924019798016.000|594057727117325857579276268490485725465974107007518412597432109776278939097620799545778399985635879885994828106800122691528981087656154305410094965456904080414570696882916329127132021073247207424.000|502214252905364424710031456306423696371020340545988648341686249068462855573939181998699218222483177300794579055880999227822368379777625597005845163554070648876253569723867450461389762116697718784.000|645425929964469865320024820206171423680614281980841976149553923815845198928765934503606205239675501853924835593913780903033010408939648903107419916989804757588628767722944945368918478888649097216.000|427250186022062536633992501353509862419984593358019975853688374375020659858112179114712016101590156943152518048635167054218151377262397217552243392528151341119146022273206889229052198458553794560.000|354945393710574703101982337241185413373570910835053510942779824132165324465742812938734934801050464878669106908467997054541176623287178528217439058402028770285829159277109159529717057612691800064.000
171,1,NORTH,-1.0,608.0,194.0,27,2,7,1,1,0,-1,-1,1,20,380,2.5021,12212862527060247463379592289086227725267842295925307304141879663193224903293564494741371472407395468946159708004078744985369260227529172833097010933588010230122891877212921215559173057924363714560.000|13721136235755282262874612975302228161205850688190229432708620798161713613968076361549963566924455163162789411138580979793854768462457000015122642737188145698369843265060948634796633541491927547904.000|11589598682302166244271355667069683991045751065025451598603151123286516544455495241310978908004282560882234160512084847582631399269656047259366242041823762292474469988751175364544178790233297387520.000|14893079957428855671986207349855453168098095735278958437168980127368543938366151290451513052162688609049003298926630630146637844688130534085269234454010140868174279954252169201424226103067781627904.000|9861250665136717699738544768033335920341935793839763946276855281394578201176816070903656026954613985118964086888083060052645083524850768356520224299900408352171146501353175380710840438956006309888.000|8193375234446300486296494095757829887131300219345851489322488406010881165086929750614320094699940758117464468026036234503201758811634115463332217020432524666626864681313513663712290071196324593664.000
172,5,EAT,32.0,640.0,200.0,28,2,6,1,0,0,0,-1,2,20,380,2.4969,282139904683427523357581124606326065603269799857970107463991901403375104625301729082254922105892586420710372155897398849830334397124428064438725066369376791935469911635387129689322901971408858906624.000|316394528094832177384023614203272498116280532941246833107216932359502850926586155829742406260942135567906983708893157229372975537107261036602272067566269095398955983945606717969706196034192999972864.000|267628732905309270079385987361988581456640628159907691103643697279433497332945165728138053869335972541893799749043352464667279500305156061786817236102589731142178006405644305855824004089749409103872.000|343963974823387137777585088743321862935212294614956728779722909385220321781667230318395743007423655634604934899971577417447372760357826824633422396065040997447637671938333190829794145682667021008896.000|227600339744551572401718364334961914689499845428213424580116172634548596885125543037025934936165179077649829765487774373625938803779284948077782423971565105527382736752200508236966855086140169388032.000|189086641075184160846119176273459478887495240761128967639679133335243666026623821349427123613863409992862757712906873378455871836684475241583606544310633104563597176462944630057353284800339695894528.000
173,4,EAST,-1.0,639.0,199.0,28,2,6,0,0,3,-1,-1,2,20,380,2.5115,6508357440194948667649617635199964872856464761352861513767167568805725653220956941866054751880261850644614208137261229137870712719892993171364490075795590005491993585294956484961735211506744361484288.000|7311283849951761301218834834694620018890775129674553316768736942882723787793692080232600416475587347683432694518831530453857355725201230709040632645457293845826706951118402017835485230460468549648384.000|6176656236859316354273393261483468185374365651054274538435918311323943396701764662539791046449200731923089978142181572715904178102102370111426026162533296132843974837990233319085527588229887035441152.000|7938290154112085026165007152981660012598409756971061901640971843411926180233632332477992069975040427583785192150447579574194414774235013365897261425783677416925561670539090594669650164234087575846912.000|5256942544839570499270674923438464852492221174144206911617371599327812611699338893495295372020584445177559866983506861889363765584000092255088383863911184714285559332156523627130792591672636507947008.000|4366467362663696080097072443684214042908326741613740625924076864680790490195646791860229360297945827214258357221321111075589007665057603516997338761478543849366905809317033000501083501125990365528064.000
174,3,WEST,-1.0,638.0,198.0,28,3,6,0,0,2,-1,-2,2,20,380,2.5261,150333050608318991254461307689126987047674772483873449875890562717167374801903147190498263132761350228468488874071185910414608931902501462787332488031614574495281461474208694797907739673403888769171456.000|168555698386807544142675193036314286692906946412945745418320233759469089564359605431817148438920396171266822209157221679140825912086772866047898204630346498711308271368047586500190998966443142585253888.000|142618881892084121694793654119071750159862425193158501505011734610690587096462639856983292290903756851274472148533985917276936849222228258013826689628852122359788491653356397475571881521335726973648896.000|183274870872900855683096213356234694723650994270739375788278863023177479812120838574290806262633092323424311639869504627314859183774966656474537733889327064114458259626134638811112837133267627900141568.000|121225832017452546732501425670867526706912248388421117440946209067936064009542780893696342079865923218239894579747318645604223349835420556595872378043933519507104325362001144736565863388606831666397184.000|100750084573714327565961389904083057088664509781155998330035805931042242055209618557401812660893646558643837517678249944017616891481206701199250781508674765998522486180543523620533959120053277126819840.000
175,4,EAST,-1.0,637.0,197.0,28,2,6,0,0,3,-1,-1,2,20,380,2.5407,3468179293612680773022268799187614666999533123282786605717586692402376662174770834828351614583649166445939394224345663294582007888277774513726360269772295351579359823612677497239951748980890377398517760.000|3895067912298717283457407136986271291724346829515739348467769060394912382928753694913119101554439166306564834975723916317311779147706806155056475267536390447437650025453613484940420312140676515718234112.000|3291623077901793559137694334801286826600884195345694936286265552006103216566105846178028935205757159118481072415627410707330802018217280970581843203639451824563959723921162357840648336103109771510415360.000|4230168134813059246496864013630993486807061132360849110623443384743027766735602526122325201035830628188144186979507594336457103181778621936345164646079377720215530605536136154341187496845968666106265600.000|2800784443886875636401578679973473871090863461810550443561927130296527530340313001039015444300420180216149000786473284683133139045395772463482593403593573980858351813709000109793600142736743772972908544.000|2326860447152519106467826867100427860137079602907015025071247208616616774913959760623468739441759877717909074834747613002270894881749727968780810166898671050669669171356434136094067606955984797059514368.000
176,4,EAST,-1.0,636.0,196.0,28,3,6,0,0,2,-1,-2,2,20,380,2.5553,80081496123778843109750340179818790068840808923201930683506440383748269374423262834564866992019314663251324675777413968021394967246538560947157838396932544070996982561083168783008445772416161339771191296.000|89836179821955167070511189840252424577090089193531164970563479981937818035684198728783032156383054309886505645534012249079469578201034622266274364900185366713915783185161210092987131075128884252356116480.000|75983345601221511029532853294540295417186839598380918836599512670439096705438905400285148991986738454033727833075102270981545521111907458077255426187536034517489411408173128870060854900111367070396973056.000|97630137659788461493413470771977857824777734167166754286351107872101943628486225868702003195019427454967986473049742325182660551679379734453754457987394502669934459318436059141136041741356714685240442880.000|64580735102908756449745330719476388503441436500356394360159709856339451303315122675303356537628431479808520593928083440160679148672308195547519228625624817363744955179450173778422589732471759390092820480.000|53688697489128314141591181817617237744383199816353065050425611145404906188253258901023393792680431426439697316055756081837408942072530801845128878877095422201090060248688552525309677671100321233643765760.000
177,4,EAST,-1.0,635.0,195.0,28,4,6,1,0,1,-1,3,1,20,380,2.5699,1848168522084345746382934683793786799077947063294389972654041899776407805509054713452285482243359971556827690080739501031054753964409546331868850949020621623865240434096485936213701259100374066875896692736.000|2075095088883494849679666986518016067943165485791484862193793754367482759812413170480852368078244953413929976986431037467979579269926233666409201632166981246973855481489184045933226182377975844690110447616.000|1753824476982313801371392188480380922160512789665866994029090348470437247197891066772242060782364539158141175403889657192724707418964834345037405628834422822783780759755507621034403978438599498598663061504.000|2253814098538089511281407192366215480138642976085445319345810748716181061888155607383350014310150520128746894403667206404862226621971997604503071182164369926987329610598540567512720309548137859136142442496.000|1492071993124537526745993898360106246275042784900141352574808712263892144205202972444270391242538756555535454691953247999693942921914312195062075754028535836963141567635329916872888903908775320496734470144.000|1239739835239835122269846410113429991555421599437967232199622300759833304119920339778424810022907710908325457109393915517903590126241725035868086207847687336513644915162563549061381512465129084634584317952.000
178,1,NORTH,-1.0,634.0,194.0,28,5,6,1,0,0,-1,2,1,20,380,2.5845,42661965206302622983835729986835740367030529465703275822686319062406449810597255408025718263809225728568090689313879328904161705794468722927021357768608314962221010516240052507710690792179579966944897400832.000|47888023070438425385355549591943223043382446241982649898842610524944288106221343775221655339657032658358755302340988761959948929017628908637842231154189161242184382937926999497821135182112429772613863079936.000|40479938137256103123386248134419519831802481532918337987641363515258972479675691143015370054796429162862919928381490373759073942847329945335078949141243939299240286557696688000048801985242661573972857978880.000|52014035317099702181274174306803086369886544029153371927995301675228555034362099427237986126177826503377313776485252920442598292498000168037677286967020551585248080762139505966936204699908814557931003445248.000|34420751824008152992977436065099996455862806003727882080441053164558368112780408915243967662022540195746882926778655351543089838258493123297411191280833884663358444198145062458171655808405380730095184904192.000|28609276010897282315137009144134135768101155820165554878324390091596152775172060337854376295501399545575871681635463165639158783256094844085066047638071979906618864882892898269649592640583181029416279998464.000
179,5,EAT,38.0,672.0,200.0,29,5,5,2,0,0,0,2,2,20,380,2.5757,984948336343838864826081997405071238229369480729569727755487349028300577078339016833554631599663974581944557147832265520270399136017476287928778556782822919269091594112365344368423707681852893390403604054016.000|1105444309448626127985055334345033633706573901963860692069947076143181866496902981808232238029507355638402032321880442518399731156508934441982858216984912448270953520326998584403404048666646172508166169821184.000|934507691675650866437495076276508640513375876487321763638695710848344529837572551060858113149430053695032029094684019305545529634640627547017380948106370144111717255148901524872778796238079827629815717953536.000|1200982764436267538973866646404701312141123784486185546640585971482754579058167398784121218308536575684569468723581184862284481958214974230339311915498898787781313052209659166196263099441629169883053121601536.000|794968071944837115342245827659797098884877053443225685333915730506241111618760686778560093880895854163498043717092184889465768825491121457207652444529304003329145880338023404821777950706076450158560900284416.000|660465219245725992889451351576349682721347718493899601805167825304479711957064818097393222784218856026274263710534999117587772881072237587401037039056883033009413578891671532329925452269898040391646694080512.000
180,3,WEST,-1.0,671.0,199.0,29,5,5,1,0,1,-1,2,2,20,380,2.5903,22730837845248981035336551017689983900367003030963731264593178091463432406265409692064641813737645629746620033608668592076324861740052229297750245350317051051126183549895421992051691431478397706656383892455424.000|25522807939200518863324981100100389692898062662920107696011929385537283018948504958874009740948806630458631029086811844529628184976028433568313007712380478461798970906368077468639742826079086122853409472118784.000|21569411439407516359778272479484147923178582581471820507415564644144603381373493869133427477965723669309690923764582947942634579069138920360778379198096528289470571571459367127780898763773152582817946947026944.000|27718147008929754915838244161461539399331021624583799264474426328861043121626284045158270738155132270916168360843380148311732584659264043759389813266395938658687051418284764656316238463631082952938824090517504.000|18348303448581160549072508075956831757010721310095404343749963901558795382700972602241909013774996092078498003202658838595235811164296235364765703349375892210858011160197994794870506333458258365774234812153856.000|15245500913230494870827565341910985539799916074896461200278506701101713696957293510768378818372727078499861127445609105247631089252401234664538613540185635563749594449252534593938178962434266723563003510259712.000
181,1,NORTH,-1.0,670.0,198.0,29,4,5,0,0,0,-3,-1,-4,20,380,2.6049,524881915440840596760809288097112815752053297857361453933628640567953670800356357222294755692417994481729042660035743308571495560323410984060647228367649880996038165923231322253226901758396512244143632519528448.000|588886022224906518247285199409637989020236178310938493851338026140995130532390813114043053575452353653678255828137884010674668089642024699844472822759195196628240250050767449580228883390250932709192450369912832.000|497981650048700362760670505506630803055300446384924571469194394282720868953397829868905489755708628139875777207121673864112387977732924245095106123718208659928829469434603061184512751094984911787252738825388032.000|639979407611717631922982435941952865877175075617860573684975485241120856056597553180599983679364208370271330248338751437163706953532674943330102794735178248842509686631746481676532172077874989210436346339917824.000|423519362732468402277502930926619292130391543615112950177132227864253891881382767684229646422617890599519169302806836891047190336337084029739522354044923027161964846506064024903500324050938058107753790049353728.000|351890180947352028481979538398356917525351186551111757713167249053090139370296340421372261317828163423702454635615498059531587009387220658888461938597076534684208297964808215735819653405349346857525143121428480.000
