tick,action,action_name,reward,total_reward,energy,food_eaten,pos_x,pos_y,local_food_count,local_poison_count,nearest_food_dx,nearest_food_dy,nearest_poison_dx,nearest_poison_dy,network_active_nodes,network_connections,network_avg_threshold,last_output_activations
245,3,WEST,-1.0,744.0,184.0,34,6,7,0,1,3,0,1,0,20,380,3.4565,935636935143345133391099320103220649881148615657061008115323844533401590843410451228936786256250567805033645816429176588973211130740901912645689307709811638433586256997648101939445168594064882336867899025185790094947139030965204330002312822194100038603187831956619593813263047757407184154227900416.000|1050179448343631425727396096938161344544814022563633322218763807463834970924612663476383501868300707105650383483993295697302117648050013692824224200518256413869543255633453301538951831750330708579010457843439202000941903293459324152704313501393919181512298380787847867629294821667529873543653228544.000|887795515200292991877474962616887758580259229593313485453031782241249152006772788611403871844574611428594336833484124693767124017104438774609543862488489004224908192735938003641642501404155530482507841594323448925134016317329954504268390040741749113302021624304994100839111141592401960110020100096.000|1140879039241771722193756305816648907050201263494487864713443810440916105303449042727276409007639909083861081739088143411955867374511309019688250989411034872526056459978550334060611694258389892015212090879993276034729444301487078663779907413374890597644482672125089390906770771481085153955138240512.000|755092577500910356764678747211713749535998032950983766095637895433301750880140934791371756163523733624691685919608494027856763022792239722277710259017223301863926772922075476237276681844414681586055962659241218729502192812674245766112330170736841666640257068163732895946928516304736001666783903744.000|627443435424503202076721227087271710758705693657378928626713590194816632884627101913216962523591993351524541036517817942223261267477366395945683465346497051288600019321041530894217962840418038574566476531544040696840055070449356086176592056732320969013472814447646715083806199393451249532523249664.000
246,3,WEST,-1.0,743.0,183.0,34,5,7,0,0,4,0,2,0,20,380,3.4711,21597666685813754722034554282066442235686573027647077075333162447387712431846562163732348593614161103331946598950068573990858956215578263130042549226605140614347733204889434946813206139661534445290937817570936273577559364975013880529744655696136365284933906211909034294260745176707933343264396017664.000|24241618608713917625568275858781752094701437863990626040216669207340384204723427351208757320184038288833240894854789613237355268373869759222625208717411046215018967472432127492144282603720556557380872927299802767643120940438178201261480104557949175528856525889228521711643345402260982239813336825856.000|20493308050595389248359913487469739114952058228830365249420712021703873859554513020417017437469666321930883929595700174064679113871371833807786450429596872932590960751331129440857995481530969731323767228081735366796266213958456237221945768345830267614288415960000301884014355199802892776897100382208.000|26335331765783839697316689633723444817911370357086955178820125191127044351563601700813798602690806154904211087998700400576251744393510857308672252546519711526418275668983258360701883393042568665818581385125415125836864718567199826097855105939498713492731030595736130179682708663169437532101682397184.000|17430058914965340663730055232229085474895413543738465927487124741831407757905574535115572765457255737210140937586088232151723736674273398797257978454338649782951310316973645788051465878962716827901130970757650677006065401235170576569579758646316225101871603328839669506922342724669685040294947454976.000|14483490927818015244216647056005161622115361523129154565075189401539959388448872782761497700216104668989606309205703263247183079573481913570434076232327726124316766935516922267265813613936572394829259585841347743290577773648693008456108217876040570574010999368106126573709969736293500443263607242752.000
247,3,WEST,-1.0,742.0,182.0,34,4,7,0,0,-3,0,3,0,20,380,3.4857,498545942786568258090989002390385868146853799727504283022149854942755182558741372879106033433991018115479642396076864199505670827993483205600983014087345540030708855890388338736297609180996826385664566905570475258046509682901413686300660226678760253636979140262028096134351186454306329201557540700160.000|559579069221746804862910372106321417136399137206018133632493010877803690040284132624328455352701908729493382275680209288697898992591286835582662572595466543834981127983827828971580675841235036791519126396704306078715853906222795107721136786646142714080822979210861024222590257718036959041274578468864.000|473054055613848326640959328018786490943909067062380911888351758372859965492070403029056365884824461984290994094323711427887137453848638103261308738769370648096453382817042406701045302791082768477258107176383957573598379908633795927537395725080863748893373840938024144669811512994168420020389006016512.000|607907520240179194220195522870228529809632705264592297069076163692654385112304733953744827124459305595415743016543158070339130104209459841949656564820519688143443377142960195557188180752973782049046928081903218865031793057273019999083154400353725332109921442177383020829937360634925510687906657730560.000|402344768036581569829359551650208666366588993103205987389554845809054961444652353889168856799897988604284725996891491945422019625369681464181980055204774285182134159910937180323643798657978450584700423692387692476711245881217671369755629466544807363069917907325454792698032372131011976786997896282112.000|334327787692357743928886325888245404908674035646091075888729250817337979897551165945250626482432181476431237999449902244479755539950969726024461030918135721408300334495541157104516717424118899429919054829256462697582616457940094717240819984134263390388661225489324540886838009085172060253567993249792.000
248,3,WEST,-1.0,741.0,181.0,34,3,7,0,0,-2,0,-2,1,20,380,3.5003,11508125723260401376696313382762323586324458857122458324280275867028432580718441936257729058646518271140123669673184993264895366246041257387371613794324340716342905611269820033116644307519023330484806424699581045898564747350916473885157483042337208639860364372387782096245830298989416868677124718854144.000|12916933655932316079645887159796175664632932722238164811107334561116899315943744908248607408080690178029227409611494580922782052101661675147311222850965968020542805979901388942826987595156035423584140542936194735663905470583358069787599161914542468586797139102523159136176100947660145372723975129399296.000|10919678301306665802416103985049521336444650835221029706288615777602128680869641357044477063830113959273536876525143338305008409112218509920429784148424494572852084377654407709746300578679453307153926642640291644882800646963697272940812467121270903106724284591796018300791249209583135735231068384526336.000|14032548156850286718675908544250150788454655165177442837264794151520748039987095511626242014924904492185153076564524307100719220719910699131166934340283684229398265020597065328650670870803273291429603381996459994190050141876372621928354343173620809780690834932278692569779792382549418686507587685318656.000|9287451127386814146792235234810434258408130850574263414172936369510488613169128093665964117255307610396573159819532717310447705108262696871179262178841916619437348385432119361355757180388249665028411847426407497323284565903148834710904922479039172202477034022740493314292320147333606054116298961453056.000|7717399887127769573000234949726120107301703065224036962981648641129287670278605970238928678358203481241373442514895929780902719063011362111893425688819919747826987064704206779997618186900586736389440226211985750883875523811336814181212236721446972930482392530139846939790759896231805585035087174434816.000
249,4,EAST,-1.0,740.0,180.0,34,2,7,1,1,-1,0,-1,1,20,380,3.5149,265645910023957842744067323184640680549099957651486654752814435613571404475026112148842437738258003553628967874002328362342979894173951753100021617630395213481746993272142112020446926626773998845398232068286022284183249613618646886733185038542056508870487950446222788561749747177255021044993793831469056.000|298166698967243758715479206029693355390512753865305427226786048824897025187613038860055047837470584734650219884188602003730208042930650829033158880633046872670137555032897458339138460021311140052481614001799995368944711678356133202563790855830181628775460448458482847077386072773039012694666637540851712.000|252062746839612343081208835971599387953114960703874523660846516046665519803818555124832760460329377862501730956379783663875946577871110042326818129868748207795815620159117878896718134932683256483482519973104366215712900825617584828862215819070262608829229144506688582605389641627753986665900053104689152.000|323918282942637745007322456484436823434823437963807601116036659444925500049795110162015009924788061064036354638602195729833009820635895425631372030299226574068613587728322945221301386625743786112686464445011124427336453044736045836939085628542864782881047200869352911236989553548684531072355896362270720.000|214385919332701258250711946155405261532667043164553991477433547343878458056670738365508063360211278973752112577323566967648762933614114188446491348010837362500774337845803614387264789470626148313644521935564828696141863107893816810979197694317744267198589522856134815150111116364847052062110306441101312.000|178143625424520698420388947942036716169985628141296029025801978244497314382294702554000084568809774823136421546621401712989858360949850739978834429286004143282482448098061475693189375606957864458672028147259264012295553549561956985553424067506736918286604070247647091766800140982414644688308668934914048.000
250,3,WEST,-1.0,739.0,179.0,34,3,7,0,0,-2,0,-2,1,20,380,3.5295,6132001910047127451534030101340533611447233433491787551963689435935731826936813133616112411265504347609467502032764678551027487355651113692641463450819843687886649568899149254958482350066635459419889119104733309722104069120844144007385596304310325946404880695923793438157935535491716056778186683242774528.000|6882677167283122040507034403482999512331437870412789090383570985759884380844193289716436312944458511095152369074000582670559516637756351481773413937399106806724801372046695212150749773428423172673845638647814030036535315449891825378683015936654311881552514186933532177636296758564850464820354162930745344.000|5818454245115517590265877663816063116707488134594736432843338794182638417998882112628528852338125798997386730869379383016117872998612082808695135900000364684669350033381355960389773020739944114809230101413839975721515401548396594829285482630326694730679950613803276685921931258655045891597872499032850432.000|7477119037304146287226860891181368945457631475414180625962079600739453228377793571689292057407688713096789066214997836764777660422693639060756183870992791415676563099024601517245880078283910743329368888634373119323339405810216380152513278970849134480281239841476041930938571736293732167299266381445332992.000|4948737009228328736876649167964339439421743730890768337721670958266239921283348273404290093544883010828124569513614549579797209017378419181804489705739105847935003312481980815998213696513773956473454994444691765539747145680885414642336289106305584516856769904679802453039361125920347588768759033731481600.000|4112149245965883552393253032403072686544990681860530243382129726602672269053122286889248046016768364657077182364609239029641013622821559307274635971644832860135298791563304048304239989620340994470600855097291127851890276366056911583929480191691328035154204265569884446353867275164540435413337962509762560.000
251,3,WEST,-1.0,738.0,178.0,34,2,7,1,1,-1,0,-1,1,20,380,3.5441,141547136096920578305016969408926456331142302984084295138783870185234999768149540182856570215983228521737770195275289058511658215958952325923804021443098716776229467095336914643133541851288369553919660363495640814061007783266583611018056234482563270966033665863444283054280425276845141917946214156030967808.000|158875417228906884612810661429299342617444042432702918624511112636657062648438488324280637192147494811989325569872995116100156376792115697814814985446241385542615562240866810161229168648897375779330271644336598332878540037685127717871774029663767409214598863491309656149198492984948298014848637729306050560.000|134309441997520024780590340084269168370169066846456717912090508159518523782927125769606730981485977930388936315473264807147241369437075118568065026334694033757126026208242327024322213146056489949483439543239514641055461145859211249011667952158740142106281424288605888290450424692242142350315623249520623616.000|172597035000637272651411775950454668760539612008111316116472769825437118893224005459066230430603338329297569627035826951072414393842226472848265690454564953723987560599219334223036256001122111112063151458630602048726023945755120715875134962034634953196080569268664426932426826265144878752122515512088330240.000|114233614096103732967335429793562981162960837013905795944739299716857520607050278604000415686385666078171928071416362341329649834550459347795438552521297129711766790858107629300896269398016058066796623840142245017093463075303612221029079867336515799999145566093361981229738747498249367038323386029250183168.000|94922252795387231376996962212509011000246311079047968511074427050711377940675511936023799171886303936516045149284338058985548869337308969339525596572453807760508069492928797372665620881233328047219040505227108171832569685425414065026699147207944425646253216151502723541129937862794845331832095822539915264.000
252,5,EAT,21.0,759.0,199.0,35,1,7,1,1,0,0,0,1,20,380,3.5455,3267382271572703604725482695333714547607196844691967813008321001269179488023629150248079725176318616686423801236008903736202309099905825873700706610158776773710328059387652970490900423658435464486043674880597617372211760146603866150365355165862863517616926735443207690210687266585689105397093006744259395584.000|3667376080162201142924174097098723978928121897432381957582061665206640938356770241085084943593793186160925621044450681675722211403431413012902336806533300788863806738294270213247746126875848190682058923367225586708628543001634929935935101791375457439143462613470433144664348414488935324505967602394269220864.000|3100311905401890283086865063793248298084721903518354902257225447936274639937901763861916405985933149221199438464041107716864089974083055632432796981936382615266140109232336131649578218792193121824982196003137005481915578536386555312719130636330213764402119530807288212931909704368550142709685812374242590720.000|3984116706969440384378574929845326427850689981595539146862837416614253814175596870038244024928427753522301478092476732126817937467970864874092412931259542232648727112240494800338545331265293838233901212344784239662902529705832631002661050654306533327182326154352852273200595322858924523274706166582163275776.000|2636891875645077918803236548858131888118807413171390710186817898845145307266262745538334293392485198058003180079666196710483179459358159270487818578073345837611613112758402007159099542300088729152245632844896380164705366173331653907676843616032281836867668412607338693095009680292693296647428560397004701696.000|2191123105175770469610205252021865799111625425566837692913490480291514938326932763506221518767617420955592508038332054289524518127193186803343810984063561506401197992883327228544582043528590046176091790842075276977262166035612173043163431929303891982582153234050035992627101957573950766960312408920989630464.000
253,3,WEST,-1.0,758.0,198.0,35,1,7,0,1,0,-3,0,1,20,380,3.5601,75422164342303085586767040666680728476974081798864442884029580229415244618091251997504684609508650498450363548022849808948757446644497043551401621683863531434820866853942949344224277788198510945789720736401132214853250071103627191766026642086193084417989686626019550424146776792421440120145393005869620264960.000|84655330677138804103087885308960759677417240918370107957410269522701111302674759573876862854640270833656387596802912228237312324797201436747836681405964091702929787526960407742633115513605623978153480741963685163630336580149529976928468962803447411412447480120821109495029941911867355793878308174905288425472.000|71565609128353167733440838870519339457238805878585239766429912585025507047923058973869160892339873424901786225867657220421937371273718126486100090717822575667567069208344124346776750555621162552915114772201765303671456648551511657615369359680269128502619169190510204163205740711023600556916648016091166015488.000|91966810805625093404643437735338624560805616839901652832283298085079124588131499179978584444629557203748478970591913160189121685952021383352540290500817831906679800064314963261563083015551285345623148022948405929137714606284988869455157748600186624303175510415694887233509160037294779428803342137451865964544.000|60868347232504170374834538440164700112495676887237833170385773165036350495493640313300431606372751419353567610147560963164940155433674436550873803061315501954712072589445091533201589358392509400053497527262500440772621982656829558694560736152873703026319343423866418728928893484494090584566237181781104132096.000|50578477753950067621930083886938908808933811660913388366277909459648106266484917242847004011449847969270395075986936787447519941366549405344619292038081907155562224604691078900831379702243272026326045032902956566866376732652275749489656341609376514867132110375530814153648701781344154044056073721014548168704.000
254,3,WEST,-1.0,757.0,197.0,35,0,7,0,1,1,-3,1,1,1,380,3.5557,0.000|0.000|0.000|0.000|0.000|0.000
255,1,NORTH,-1.0,756.0,196.0,35,0,7,0,1,1,-3,1,1,0,380,3.5503,0.000|0.000|0.000|0.000|0.000|0.000
256,1,NORTH,-1.0,755.0,195.0,35,0,6,0,0,1,-2,0,-2,0,380,3.5449,0.000|0.000|0.000|0.000|0.000|0.000
257,4,EAST,-1.0,754.0,194.0,35,0,5,1,1,1,-1,0,-1,0,380,3.5395,0.000|0.000|0.000|0.000|0.000|0.000
258,1,NORTH,-1.0,753.0,193.0,35,1,5,1,1,0,-1,0,-2,0,380,3.5341,0.000|0.000|0.000|0.000|0.000|0.000
259,5,EAT,32.0,785.0,200.0,36,1,4,1,2,0,0,0,-1,0,380,3.5089,0.000|0.000|0.000|0.000|0.000|0.000
260,1,NORTH,-1.0,784.0,199.0,36,1,4,0,2,-1,-2,0,-1,0,380,3.5035,0.000|0.000|0.000|0.000|0.000|0.000
261,2,SOUTH,-1.0,783.0,198.0,36,1,3,1,2,-1,-1,0,0,0,380,3.4981,0.000|0.000|0.000|0.000|0.000|0.000
262,1,NORTH,-1.0,782.0,197.0,36,1,4,0,2,-1,-2,0,-1,0,380,3.4927,0.000|0.000|0.000|0.000|0.000|0.000
263,3,WEST,-1.0,781.0,196.0,36,1,3,1,2,-1,-1,0,0,0,380,3.4873,0.000|0.000|0.000|0.000|0.000|0.000
264,1,NORTH,-1.0,780.0,195.0,36,0,3,1,2,0,-1,1,0,0,380,3.4819,0.000|0.000|0.000|0.000|0.000|0.000
265,5,EAT,34.0,814.0,200.0,37,0,2,1,2,0,0,0,-1,0,380,3.4555,0.000|0.000|0.000|0.000|0.000|0.000
266,2,SOUTH,-1.0,813.0,199.0,37,0,2,0,2,0,-2,0,-1,0,380,3.4501,0.000|0.000|0.000|0.000|0.000|0.000
267,3,WEST,-1.0,812.0,198.0,37,0,3,0,2,0,-3,1,0,0,380,3.4447,0.000|0.000|0.000|0.000|0.000|0.000
268,1,NORTH,-1.0,811.0,197.0,37,0,3,0,2,0,-3,1,0,0,380,3.4393,0.000|0.000|0.000|0.000|0.000|0.000
269,1,NORTH,-1.0,810.0,196.0,37,0,2,0,2,0,-2,0,-1,0,380,3.4339,0.000|0.000|0.000|0.000|0.000|0.000
270,1,NORTH,-1.0,809.0,195.0,37,0,1,1,1,0,-1,0,0,0,380,3.4285,0.000|0.000|0.000|0.000|0.000|0.000
271,5,EAT,27.0,836.0,200.0,38,0,0,1,1,0,0,0,1,0,380,3.4063,0.000|0.000|0.000|0.000|0.000|0.000
272,4,EAST,-1.0,835.0,199.0,38,0,0,0,1,3,2,0,1,0,380,3.4009,0.000|0.000|0.000|0.000|0.000|0.000
273,4,EAST,-1.0,834.0,198.0,38,1,0,0,2,2,2,-1,1,0,380,3.3955,0.000|0.000|0.000|0.000|0.000|0.000
274,4,EAST,-1.0,833.0,197.0,38,2,0,0,2,1,2,0,1,1,380,3.3911,0.000|0.000|0.000|0.000|0.000|0.000
275,2,SOUTH,-1.0,832.0,196.0,38,3,0,1,2,0,2,0,1,19,380,3.4047,26.425|26.500|26.426|26.472|26.462|26.505
276,2,SOUTH,-1.0,831.0,195.0,38,3,1,3,2,0,1,0,0,20,380,3.4193,783.629|186.834|160.409|508.658|548.843|297.017
277,5,EAT,35.0,866.0,200.0,39,3,2,4,2,0,0,0,-1,20,380,3.4123,13411.598|14763.815|2387.614|14180.898|9836.489|15934.900
278,4,EAST,-1.0,865.0,199.0,39,3,2,3,2,1,0,0,-1,20,380,3.4269,67741.691|168972.805|520935.683|598413.335|269032.831|386896.598
279,5,EAT,20.0,885.0,200.0,40,4,2,3,1,0,0,-1,-1,20,380,3.4289,4924018.431|3154186.483|3485548.758|3245315.954|2465302.526|2955454.111
280,4,EAST,-1.0,884.0,199.0,40,4,2,3,1,0,1,-1,-1,20,380,3.4435,172230152.264|75876348.732|97842893.562|103042272.604|106493824.449|44922175.532
281,5,EAT,37.0,921.0,200.0,41,5,2,4,0,0,0,0,2,20,380,3.4353,2683777133.422|229495101.342|1471798966.179|2136387867.399|2146011093.257|1789651478.582
282,1,NORTH,-1.0,920.0,199.0,41,5,2,3,0,-1,1,0,2,20,380,3.4499,42469469861.703|45115402426.295|65352936125.647|97826097491.383|24738787302.690|35661267585.691
283,4,EAST,-1.0,919.0,198.0,41,5,1,1,0,-1,0,-2,0,20,380,3.4645,599586282458.984|1540740824950.559|1188773349724.750|660401483706.818|735059199272.922|851297258351.549
284,4,EAST,-1.0,918.0,197.0,41,6,1,1,0,1,0,-3,0,20,380,3.4791,10232070669415.406|26225572948633.113|8584699099580.290|16200531675336.205|16510773082792.172|16810366253504.434
285,5,EAT,25.0,943.0,200.0,42,7,1,1,0,0,0,-4,0,20,380,3.4781,370822196432704.062|712071114086983.750|279601454322814.312|450479555110855.000|367483277250247.000|381654665184864.812
286,4,EAST,-1.0,942.0,199.0,42,7,1,0,0,-3,0,-4,0,20,380,3.4927,16813668424161956.000|10673725246769416.000|9195185533262918.000|13893556240822716.000|13456123647762776.000|5208870560516588.000
287,4,EAST,-1.0,941.0,198.0,42,8,1,0,0,2,0,-5,0,20,380,3.5073,348454935416965120.000|299514855569599488.000|282154384807574048.000|469658358990179776.000|332758413374031232.000|81626478445947408.000
288,3,WEST,-1.0,940.0,197.0,42,9,1,2,0,1,0,3,1,20,380,3.5219,5493185665692222464.000|5113618316589068288.000|8098775477881771008.000|10027919100621381632.000|5233313197895059456.000|4765020225455891456.000
289,3,WEST,-1.0,939.0,196.0,42,8,1,0,0,2,0,-5,0,20,380,3.5365,111984640099089973248.000|126918431864358027264.000|143556171924533231616.000|177061427925342781440.000|74537101488078094336.000|115703901373152788480.000
290,4,EAST,-1.0,938.0,195.0,42,7,1,0,0,-3,0,-4,0,20,380,3.5511,2949496800027224309760.000|3540385042364664119296.000|2913270325880240996352.000|2965958435313695064064.000|1520508673035409031168.000|2463148168741902090240.000
291,0,STAY,-0.5,937.5,194.5,42,8,1,0,0,2,0,-5,0,20,380,3.5654,78603952585114308837376.000|73484770413296192847872.000|55163261911551319212032.000|61752516346919247675392.000|45879085986780289171456.000|45694232387360363905024.000
292,1,NORTH,-1.0,936.5,193.5,42,8,1,0,0,2,0,-5,0,20,380,3.58,1507103119541101297401856.000|2083652558989604568432640.000|1413289711781276221964288.000|1958976329089155801808896.000|1346176944674440224964608.000|936539817424190330372096.000
293,4,EAST,-1.0,935.5,192.5,42,8,0,0,0,2,0,-5,1,20,380,3.5946,37776473609402716031811584.000|46770819496605597623648256.000|38058704399890327483187200.000|48805170236647258877591552.000|35402454390391166361141248.000|24484912593751919881617408.000
294,1,NORTH,-1.0,934.5,191.5,42,9,0,2,0,1,0,5,0,20,380,3.6092,818198641491099974828556288.000|1132147188380577594618150912.000|768516832329895717533384704.000|1050956063554347615347802112.000|843408758116452516579246080.000|590407757060421067460313088.000
295,4,EAST,-1.0,933.5,190.5,42,9,0,2,0,1,0,5,0,20,380,3.6238,20092837405041240135612497920.000|21761955462553524114202558464.000|18639968016777239437703643136.000|25207721125688274382225408000.000|16692843910325344018251120640.000|14292372698881808607951716352.000
296,5,EAT,23.0,956.5,200.0,43,10,0,3,0,0,0,4,0,20,380,3.624,512037083376071838596646043648.000|478887989992212079679444615168.000|452379210400258512375798300672.000|615081812471518127638657892352.000|415602861624753136953056034816.000|319551816666157602408809627648.000
297,3,WEST,-1.0,955.5,199.0,43,10,0,2,0,0,1,4,0,20,380,3.6386,12007900984771970161024543227904.000|10951907880599941654899270352896.000|11071021675587486186320244506624.000|14571213359927847853867696914432.000|8803447001367053732460315541504.000|6452171922610302281609367257088.000
298,4,EAST,-1.0,954.5,198.0,43,9,0,1,0,1,1,5,0,20,380,3.6532,249627661010167228389996682543104.000|263081805413314801404631169630208.000|259819131650273549471662628405248.000|320789344714032595178652652535808.000|193539863183407524701269347270656.000|168957861386828461141727157157888.000
299,2,SOUTH,-1.0,953.5,197.0,43,10,0,2,0,0,1,4,0,20,380,3.6678,5105488114434839817558985371811840.000|6437421760235367054613931901321216.000|5453166998828138754813179310637056.000|6647344713136297717540754083020800.000|3961637301434214221648293416402944.000|4107909456050245068671991611916288.000
300,5,EAT,19.0,972.5,200.0,44,10,1,2,0,0,0,2,1,20,380,3.6704,123554597005530491883031383431446528.000|153517318378990151322134092797968384.000|119797369700512521965295502629011456.000|145329263389667197819706632734507008.000|95132172245192724589190544336355328.000|93175260031197851275892895200051200.000
301,1,NORTH,-1.0,971.5,199.0,44,10,1,1,0,1,0,2,1,20,380,3.685,2993530717968357402524045876047904768.000|3641925925597045285015291288421924864.000|2605591078740073855950024842774839296.000|3287073458537754618122741662028398592.000|2464386212606519484700590982731661312.000|2015863943806711943135722366079860736.000
302,4,EAST,-1.0,970.5,198.0,44,10,0,1,0,1,1,4,0,20,380,3.6996,72510735422155746907507684799020007424.000|79456174184909418834809316562824069120.000|63352388990246286132943194833079500800.000|85313884260196412767632792105850503168.000|59848851140987554598625671756818415616.000|43743484286350019763695629500172730368.000
303,2,SOUTH,-1.0,969.5,197.0,44,11,0,1,0,0,1,3,0,20,380,3.7142,1640302152520340399981605658792506163200.000|1877944247177721398824525072372703690752.000|1570501959598270241979967459812221911040.000|2105735479694790650835708291776583303168.000|1456846358207222941869169567657143304192.000|1061179116150314619285703188207374434304.000
304,5,EAT,19.0,988.5,200.0,45,11,1,1,1,0,0,1,1,20,380,3.7168,38384832260011540822860555501699558539264.000|40996604584817458328962705094418490195968.000|36943468826581413314304460236138632708096.000|48333288915877213055332582090043950104576.000|31357490283247944475338595710703971074048.000|24806778132717565638751092111861526560768.000
305,4,EAST,-1.0,987.5,199.0,45,11,1,0,1,2,0,1,1,20,380,3.7314,864654916004465479705800058932827518926848.000|954807021174791245142009339989715098533888.000|841014005926964346896372588623527795490816.000|1080195519917599963299740946349247371935744.000|705330026358277187843581324670922527866880.000|600414720470705107845926111724580462657536.000
306,3,WEST,-1.0,986.5,198.0,45,12,1,1,1,1,0,0,1,20,380,3.746,20039554538755760687453246066453072519888896.000|21363462456089331821411552631560016276488192.000|19111108826585402939085108662657448937521152.000|24203017646033069549679745478348414927241216.000|15185196686142912489101430597202822129778688.000|13665927958553978511431450779810132230406144.000
307,4,EAST,-1.0,985.5,197.0,45,11,1,0,1,2,0,1,1,20,380,3.7606,464421490708138439648733766579033484197625856.000|508944956195824574898876121406757201952899072.000|440223569897492757651818024648316274578817024.000|559248177640463895325706353314357246276141056.000|358843732291859946292424050860348542344495104.000|308274827063868556976626960211755825763450880.000
308,4,EAST,-1.0,984.5,196.0,45,12,1,1,1,1,0,0,1,20,380,3.7752,10512290466884266124078496887928408040968028160.000|12048728019202679168846801598348244552719007744.000|10050357642940164859989137532921078437870829568.000|12649864856414377043909257986643945223629045760.000|8329320038670627162593785657320792328161460224.000|7045400950166686503692501709025208082936889344.000
309,5,EAT,24.0,1008.5,200.0,46,13,1,2,2,0,0,1,-1,20,380,3.7748,240431876329010804425649508844899980912124493824.000|279036215770145838546002507664807263964093218816.000|229677798182961584540170652305220639480596135936.000|293532116836902882025253420441997290633594667008.000|196086749093370494213498332339024407787590385664.000|164233486060793012345620270056235582147369369600.000
310,3,WEST,-1.0,1007.5,199.0,46,13,1,1,2,1,0,1,-1,20,380,3.7894,5507422578636622526920892878464388924221549445120.000|6560763575782210341932036334369443305636795252736.000|5255529348814604057763717151434071764042738827264.000|6766665207437053134085289858987115235631284879360.000|4605644888534020151625839336308204473246550065152.000|3830917771468790527708819372334083987925083619328.000
311,3,WEST,-1.0,1006.5,198.0,46,12,1,0,1,2,0,0,1,20,380,3.804,131953412702412828609374200890022245314979935813632.000|146880522348418876668705236998500192275278480801792.000|122174715174206404024654933319889510656410923302912.000|158433496151523001589056757549142708152367981789184.000|107140680347594848573890420523559809372274888278016.000|86921611069011259834636794025317510165074888622080.000
312,3,WEST,-1.0,1005.5,197.0,46,11,1,0,1,3,0,1,1,20,380,3.8186,3054430685891573077773601970722578501634915460710400.000|3405402247887447143581334517042039671035403419254784.000|2848101823138964467404582332303254375909548724584448.000|3719261841003321639128391756000842378369093785878528.000|2525147355837575164452705294267954209385566468833280.000|2003684851537559741715876523232734333266440126201856.000
313,4,EAST,-1.0,1004.5,196.0,46,10,1,0,0,4,0,2,1,20,380,3.8332,70884431410874990629577056358133836028022662539247616.000|76384468326499872919240770589195009111430587022835712.000|67144771478404505464354176989093771723077922049753088.000|87098231422614706599835082475691698206633491783745536.000|56726899246339533136789527298154408129318574943633408.000|46184106264327997494962367732652922280502848147947520.000
314,4,EAST,-1.0,1003.5,195.0,46,11,1,0,1,3,0,1,1,20,380,3.8478,1610798543495304490259417751612672091509396768018137088.000|1790846213534928117618869151639546957700833871795322880.000|1554512809947438994838930728440510860610571791417475072.000|1999574027336355343658247353409882938956139407962275840.000|1304614308847740655765155949600754016584372407247044608.000|1084593987438936403999697528056924147725332493717471232.000
315,4,EAST,-1.0,1002.5,194.0,46,12,1,0,1,2,0,0,1,20,380,3.8624,36935494700907309768693022110295226958724756632948965376.000|41172836233544486111323124557273703466954273462411067392.000|35511680698425666932988726761745323852981266497983741952.000|45110135001691117533083960977362523974391876141442924544.000|29150893942020980079874165021803183284910806647003152384.000|25065583556488931964285983887567571751158651741980852224.000
316,3,WEST,-1.0,1001.5,193.0,46,13,1,1,2,1,0,1,-1,20,380,3.877,849299695880590311944709539651435210989884998628935729152.000|960494383963335229125365248667655602913512499734680436736.000|809150329549295134207006764554731278029220958039202332672.000|1030014672618237440002595950789475876550113617657452298240.000|677924038010608097429097845454463884490232020884936196096.000|580160362938100289242046783820714985053698020253244588032.000
317,1,NORTH,-1.0,1000.5,192.0,46,12,1,0,1,2,0,0,1,20,380,3.8916,19606715860111275214838758461386621599164639681392049913856.000|22309312538424981065951388397973998234998072370436300079104.000|18539722051228784860481932617936178149005122126453221097472.000|23687458451530041896482424638965627165017433426891135516672.000|15703457280000868494803545469808207866700188456724683816960.000|13242769414379504149590572677119499387030251514517163868160.000
318,3,WEST,-1.0,999.5,191.0,46,12,0,0,0,2,1,2,0,20,380,3.9062,456610046839582143459210956392044638020515466729250248196096.000|514953120320139422342631940254527621848427955003371628265472.000|429697414719566262485599499742916606534381937724044074811392.000|552743295046855676086825064114736131080019871666155856855040.000|369568809583597828568151624543936921535514977851213499858944.000|303620569554210467917280788124250751843012817216600870486016.000
319,3,WEST,-1.0,998.5,190.0,46,11,0,0,0,3,1,3,0,20,380,3.9208,10495416589643327779475632917567955684998601883071753431810048.000|11953646162570371351391998471699371282730603148542567354728448.000|9933367861925569445768996588853635686906513867366375677231104.000|12820839835806852320756520935066511454280763993919717149507584.000|8613547858022116988844348716097526644760080569533858337259520.000|7025655658166989261607776231649436955428293109591056547053568.000
320,3,WEST,-1.0,997.5,189.0,46,10,0,0,0,4,1,4,0,20,380,3.9354,243730096307273263393452901549795542540567016083291424218415104.000|272209754519526330444975065959423603097230963748784826388316160.000|230838592849480406205937571236570193177374931584046700852936704.000|298294622223085538568888991459657893599621077330155254308667392.000|197861333712082828012418819627452963664006384471921542024921088.000|162604532561441112101633250548952537760411774710005548531580928.000
